source,rel,target
Disease::DOID:12365,DOWNREGULATES_DG,Gene::10965
Disease::DOID:12365,DOWNREGULATES_DG,Gene::87178
Disease::DOID:1909,DOWNREGULATES_DG,Gene::4287
Disease::DOID:13223,DOWNREGULATES_DG,Gene::2823
Disease::DOID:1324,DOWNREGULATES_DG,Gene::718
Disease::DOID:14227,DOWNREGULATES_DG,Gene::284274
Disease::DOID:8577,DOWNREGULATES_DG,Gene::7465
Disease::DOID:8893,DOWNREGULATES_DG,Gene::6711
Disease::DOID:263,DOWNREGULATES_DG,Gene::1298
Disease::DOID:986,DOWNREGULATES_DG,Gene::8495
Disease::DOID:8893,DOWNREGULATES_DG,Gene::2018
Disease::DOID:986,DOWNREGULATES_DG,Gene::3694
Disease::DOID:9206,DOWNREGULATES_DG,Gene::23002
Disease::DOID:14330,DOWNREGULATES_DG,Gene::23136
Disease::DOID:219,DOWNREGULATES_DG,Gene::4717
Disease::DOID:418,DOWNREGULATES_DG,Gene::8864
Disease::DOID:7147,DOWNREGULATES_DG,Gene::375484
Disease::DOID:8778,DOWNREGULATES_DG,Gene::125115
Disease::DOID:418,DOWNREGULATES_DG,Gene::4063
Disease::DOID:8577,DOWNREGULATES_DG,Gene::51196
Disease::DOID:332,DOWNREGULATES_DG,Gene::7405
Disease::DOID:3083,DOWNREGULATES_DG,Gene::2775
Disease::DOID:1612,DOWNREGULATES_DG,Gene::90293
Disease::DOID:11612,DOWNREGULATES_DG,Gene::64975
Disease::DOID:7693,DOWNREGULATES_DG,Gene::6419
Disease::DOID:8577,DOWNREGULATES_DG,Gene::2981
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::81573
Disease::DOID:2531,DOWNREGULATES_DG,Gene::8099
Disease::DOID:2531,DOWNREGULATES_DG,Gene::79870
Disease::DOID:1909,DOWNREGULATES_DG,Gene::6279
Disease::DOID:8893,DOWNREGULATES_DG,Gene::65982
Disease::DOID:10652,DOWNREGULATES_DG,Gene::1345
Disease::DOID:3083,DOWNREGULATES_DG,Gene::220988
Disease::DOID:12365,DOWNREGULATES_DG,Gene::4437
Disease::DOID:332,DOWNREGULATES_DG,Gene::10389
Disease::DOID:1324,DOWNREGULATES_DG,Gene::3071
Disease::DOID:986,DOWNREGULATES_DG,Gene::5836
Disease::DOID:635,DOWNREGULATES_DG,Gene::8450
Disease::DOID:13223,DOWNREGULATES_DG,Gene::6892
Disease::DOID:418,DOWNREGULATES_DG,Gene::9814
Disease::DOID:14330,DOWNREGULATES_DG,Gene::7965
Disease::DOID:2531,DOWNREGULATES_DG,Gene::3359
Disease::DOID:14330,DOWNREGULATES_DG,Gene::60488
Disease::DOID:332,DOWNREGULATES_DG,Gene::84258
Disease::DOID:9206,DOWNREGULATES_DG,Gene::317749
Disease::DOID:14227,DOWNREGULATES_DG,Gene::79729
Disease::DOID:2394,DOWNREGULATES_DG,Gene::85360
Disease::DOID:263,DOWNREGULATES_DG,Gene::51250
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::255231
Disease::DOID:7148,DOWNREGULATES_DG,Gene::6192
Disease::DOID:5419,DOWNREGULATES_DG,Gene::921
Disease::DOID:7693,DOWNREGULATES_DG,Gene::8987
Disease::DOID:9008,DOWNREGULATES_DG,Gene::27
Disease::DOID:5419,DOWNREGULATES_DG,Gene::7517
Disease::DOID:986,DOWNREGULATES_DG,Gene::79674
Disease::DOID:9206,DOWNREGULATES_DG,Gene::10749
Disease::DOID:332,DOWNREGULATES_DG,Gene::782
Disease::DOID:635,DOWNREGULATES_DG,Gene::10957
Disease::DOID:14330,DOWNREGULATES_DG,Gene::902
Disease::DOID:2986,DOWNREGULATES_DG,Gene::10763
Disease::DOID:332,DOWNREGULATES_DG,Gene::9858
Disease::DOID:12365,DOWNREGULATES_DG,Gene::219749
Disease::DOID:14227,DOWNREGULATES_DG,Gene::341032
Disease::DOID:1612,DOWNREGULATES_DG,Gene::23235
Disease::DOID:9008,DOWNREGULATES_DG,Gene::80776
Disease::DOID:263,DOWNREGULATES_DG,Gene::8309
Disease::DOID:635,DOWNREGULATES_DG,Gene::79652
Disease::DOID:7693,DOWNREGULATES_DG,Gene::389763
Disease::DOID:8577,DOWNREGULATES_DG,Gene::334
Disease::DOID:5419,DOWNREGULATES_DG,Gene::5905
Disease::DOID:14227,DOWNREGULATES_DG,Gene::10585
Disease::DOID:986,DOWNREGULATES_DG,Gene::7168
Disease::DOID:986,DOWNREGULATES_DG,Gene::8745
Disease::DOID:263,DOWNREGULATES_DG,Gene::79789
Disease::DOID:8893,DOWNREGULATES_DG,Gene::6138
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::90780
Disease::DOID:8577,DOWNREGULATES_DG,Gene::619279
Disease::DOID:12365,DOWNREGULATES_DG,Gene::87769
Disease::DOID:219,DOWNREGULATES_DG,Gene::23239
Disease::DOID:418,DOWNREGULATES_DG,Gene::4200
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::50937
Disease::DOID:11612,DOWNREGULATES_DG,Gene::170690
Disease::DOID:7693,DOWNREGULATES_DG,Gene::10891
Disease::DOID:635,DOWNREGULATES_DG,Gene::23236
Disease::DOID:7693,DOWNREGULATES_DG,Gene::112817
Disease::DOID:986,DOWNREGULATES_DG,Gene::342184
Disease::DOID:3083,DOWNREGULATES_DG,Gene::84239
Disease::DOID:1612,DOWNREGULATES_DG,Gene::221061
Disease::DOID:5419,DOWNREGULATES_DG,Gene::124512
Disease::DOID:3083,DOWNREGULATES_DG,Gene::3996
Disease::DOID:1909,DOWNREGULATES_DG,Gene::2709
Disease::DOID:2531,DOWNREGULATES_DG,Gene::91851
Disease::DOID:2531,DOWNREGULATES_DG,Gene::11278
Disease::DOID:13223,DOWNREGULATES_DG,Gene::113878
Disease::DOID:1612,DOWNREGULATES_DG,Gene::23731
Disease::DOID:7148,DOWNREGULATES_DG,Gene::1946
Disease::DOID:2986,DOWNREGULATES_DG,Gene::81875
Disease::DOID:2986,DOWNREGULATES_DG,Gene::55750
Disease::DOID:7693,DOWNREGULATES_DG,Gene::80319
Disease::DOID:12365,DOWNREGULATES_DG,Gene::166012
Disease::DOID:13223,DOWNREGULATES_DG,Gene::54900
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::84920
Disease::DOID:8778,DOWNREGULATES_DG,Gene::2547
Disease::DOID:418,DOWNREGULATES_DG,Gene::55573
Disease::DOID:14330,DOWNREGULATES_DG,Gene::60314
Disease::DOID:9008,DOWNREGULATES_DG,Gene::80005
Disease::DOID:1909,DOWNREGULATES_DG,Gene::6317
Disease::DOID:9206,DOWNREGULATES_DG,Gene::2737
Disease::DOID:9008,DOWNREGULATES_DG,Gene::4793
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::7690
Disease::DOID:263,DOWNREGULATES_DG,Gene::5243
Disease::DOID:7148,DOWNREGULATES_DG,Gene::23710
Disease::DOID:1612,DOWNREGULATES_DG,Gene::6191
Disease::DOID:8778,DOWNREGULATES_DG,Gene::90594
Disease::DOID:1324,DOWNREGULATES_DG,Gene::84690
Disease::DOID:12849,DOWNREGULATES_DG,Gene::6818
Disease::DOID:8778,DOWNREGULATES_DG,Gene::93323
Disease::DOID:14227,DOWNREGULATES_DG,Gene::10856
Disease::DOID:2394,DOWNREGULATES_DG,Gene::55066
Disease::DOID:14330,DOWNREGULATES_DG,Gene::65018
Disease::DOID:8893,DOWNREGULATES_DG,Gene::22902
Disease::DOID:13223,DOWNREGULATES_DG,Gene::2771
Disease::DOID:635,DOWNREGULATES_DG,Gene::2313
Disease::DOID:3083,DOWNREGULATES_DG,Gene::6442
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::55286
Disease::DOID:2531,DOWNREGULATES_DG,Gene::55274
Disease::DOID:2986,DOWNREGULATES_DG,Gene::9451
Disease::DOID:12365,DOWNREGULATES_DG,Gene::84678
Disease::DOID:824,DOWNREGULATES_DG,Gene::27152
Disease::DOID:8778,DOWNREGULATES_DG,Gene::343
Disease::DOID:1909,DOWNREGULATES_DG,Gene::51322
Disease::DOID:7148,DOWNREGULATES_DG,Gene::22836
Disease::DOID:635,DOWNREGULATES_DG,Gene::3899
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::25975
Disease::DOID:10283,DOWNREGULATES_DG,Gene::10114
Disease::DOID:635,DOWNREGULATES_DG,Gene::51185
Disease::DOID:8577,DOWNREGULATES_DG,Gene::55667
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::7432
Disease::DOID:219,DOWNREGULATES_DG,Gene::2354
Disease::DOID:2986,DOWNREGULATES_DG,Gene::3949
Disease::DOID:635,DOWNREGULATES_DG,Gene::3559
Disease::DOID:8778,DOWNREGULATES_DG,Gene::10329
Disease::DOID:263,DOWNREGULATES_DG,Gene::64902
Disease::DOID:13223,DOWNREGULATES_DG,Gene::25966
Disease::DOID:635,DOWNREGULATES_DG,Gene::596
Disease::DOID:10652,DOWNREGULATES_DG,Gene::1408
Disease::DOID:8778,DOWNREGULATES_DG,Gene::91746
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::3021
Disease::DOID:7148,DOWNREGULATES_DG,Gene::3843
Disease::DOID:219,DOWNREGULATES_DG,Gene::11005
Disease::DOID:9008,DOWNREGULATES_DG,Gene::123872
Disease::DOID:8577,DOWNREGULATES_DG,Gene::473
Disease::DOID:1324,DOWNREGULATES_DG,Gene::60436
Disease::DOID:14227,DOWNREGULATES_DG,Gene::54777
Disease::DOID:7148,DOWNREGULATES_DG,Gene::328
Disease::DOID:5419,DOWNREGULATES_DG,Gene::79574
Disease::DOID:418,DOWNREGULATES_DG,Gene::728642
Disease::DOID:1612,DOWNREGULATES_DG,Gene::4223
Disease::DOID:9008,DOWNREGULATES_DG,Gene::80223
Disease::DOID:14330,DOWNREGULATES_DG,Gene::25941
Disease::DOID:14330,DOWNREGULATES_DG,Gene::10653
Disease::DOID:1909,DOWNREGULATES_DG,Gene::57152
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::23493
Disease::DOID:1793,DOWNREGULATES_DG,Gene::3945
Disease::DOID:1909,DOWNREGULATES_DG,Gene::6342
Disease::DOID:14330,DOWNREGULATES_DG,Gene::80775
Disease::DOID:1909,DOWNREGULATES_DG,Gene::1238
Disease::DOID:219,DOWNREGULATES_DG,Gene::55340
Disease::DOID:986,DOWNREGULATES_DG,Gene::51742
Disease::DOID:332,DOWNREGULATES_DG,Gene::84057
Disease::DOID:5419,DOWNREGULATES_DG,Gene::664
Disease::DOID:11612,DOWNREGULATES_DG,Gene::149499
Disease::DOID:10652,DOWNREGULATES_DG,Gene::375
Disease::DOID:7147,DOWNREGULATES_DG,Gene::9219
Disease::DOID:14227,DOWNREGULATES_DG,Gene::84960
Disease::DOID:5419,DOWNREGULATES_DG,Gene::129401
Disease::DOID:263,DOWNREGULATES_DG,Gene::622
Disease::DOID:219,DOWNREGULATES_DG,Gene::7803
Disease::DOID:12365,DOWNREGULATES_DG,Gene::7802
Disease::DOID:418,DOWNREGULATES_DG,Gene::79071
Disease::DOID:8577,DOWNREGULATES_DG,Gene::5264
Disease::DOID:219,DOWNREGULATES_DG,Gene::23387
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::10516
Disease::DOID:9206,DOWNREGULATES_DG,Gene::2289
Disease::DOID:1324,DOWNREGULATES_DG,Gene::23517
Disease::DOID:263,DOWNREGULATES_DG,Gene::92737
Disease::DOID:8893,DOWNREGULATES_DG,Gene::463
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::147495
Disease::DOID:418,DOWNREGULATES_DG,Gene::53838
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::23037
Disease::DOID:11612,DOWNREGULATES_DG,Gene::4234
Disease::DOID:332,DOWNREGULATES_DG,Gene::29979
Disease::DOID:3083,DOWNREGULATES_DG,Gene::23097
Disease::DOID:7148,DOWNREGULATES_DG,Gene::392
Disease::DOID:8893,DOWNREGULATES_DG,Gene::29904
Disease::DOID:9008,DOWNREGULATES_DG,Gene::3557
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::1298
Disease::DOID:2986,DOWNREGULATES_DG,Gene::1983
Disease::DOID:10652,DOWNREGULATES_DG,Gene::26052
Disease::DOID:11612,DOWNREGULATES_DG,Gene::6189
Disease::DOID:5419,DOWNREGULATES_DG,Gene::53
Disease::DOID:11612,DOWNREGULATES_DG,Gene::140901
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::79019
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::10785
Disease::DOID:219,DOWNREGULATES_DG,Gene::8516
Disease::DOID:8893,DOWNREGULATES_DG,Gene::6256
Disease::DOID:219,DOWNREGULATES_DG,Gene::473
Disease::DOID:2986,DOWNREGULATES_DG,Gene::7043
Disease::DOID:1612,DOWNREGULATES_DG,Gene::201134
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::10363
Disease::DOID:1909,DOWNREGULATES_DG,Gene::10497
Disease::DOID:1793,DOWNREGULATES_DG,Gene::114900
Disease::DOID:9008,DOWNREGULATES_DG,Gene::116039
Disease::DOID:10652,DOWNREGULATES_DG,Gene::28
Disease::DOID:219,DOWNREGULATES_DG,Gene::5257
Disease::DOID:9008,DOWNREGULATES_DG,Gene::3720
Disease::DOID:1909,DOWNREGULATES_DG,Gene::10874
Disease::DOID:7148,DOWNREGULATES_DG,Gene::10362
Disease::DOID:7693,DOWNREGULATES_DG,Gene::285331
Disease::DOID:8577,DOWNREGULATES_DG,Gene::10128
Disease::DOID:8577,DOWNREGULATES_DG,Gene::549
Disease::DOID:9206,DOWNREGULATES_DG,Gene::1198
Disease::DOID:5419,DOWNREGULATES_DG,Gene::4722
Disease::DOID:8577,DOWNREGULATES_DG,Gene::51447
Disease::DOID:12365,DOWNREGULATES_DG,Gene::6124
Disease::DOID:8577,DOWNREGULATES_DG,Gene::57628
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::55198
Disease::DOID:7693,DOWNREGULATES_DG,Gene::56255
Disease::DOID:263,DOWNREGULATES_DG,Gene::51
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::1964
Disease::DOID:14330,DOWNREGULATES_DG,Gene::9890
Disease::DOID:8778,DOWNREGULATES_DG,Gene::84503
Disease::DOID:418,DOWNREGULATES_DG,Gene::1731
Disease::DOID:1612,DOWNREGULATES_DG,Gene::116159
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::203562
Disease::DOID:219,DOWNREGULATES_DG,Gene::9153
Disease::DOID:11612,DOWNREGULATES_DG,Gene::9532
Disease::DOID:263,DOWNREGULATES_DG,Gene::624
Disease::DOID:9970,DOWNREGULATES_DG,Gene::9194
Disease::DOID:986,DOWNREGULATES_DG,Gene::22876
Disease::DOID:10652,DOWNREGULATES_DG,Gene::57172
Disease::DOID:2986,DOWNREGULATES_DG,Gene::4783
Disease::DOID:332,DOWNREGULATES_DG,Gene::140873
Disease::DOID:9008,DOWNREGULATES_DG,Gene::23765
Disease::DOID:8778,DOWNREGULATES_DG,Gene::6432
Disease::DOID:1612,DOWNREGULATES_DG,Gene::93986
Disease::DOID:9008,DOWNREGULATES_DG,Gene::51278
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::3012
Disease::DOID:8778,DOWNREGULATES_DG,Gene::5204
Disease::DOID:5419,DOWNREGULATES_DG,Gene::51020
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::3575
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::7978
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::5324
Disease::DOID:9206,DOWNREGULATES_DG,Gene::55760
Disease::DOID:8893,DOWNREGULATES_DG,Gene::10660
Disease::DOID:2394,DOWNREGULATES_DG,Gene::24146
Disease::DOID:9206,DOWNREGULATES_DG,Gene::5052
Disease::DOID:263,DOWNREGULATES_DG,Gene::10904
Disease::DOID:3083,DOWNREGULATES_DG,Gene::6165
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::388780
Disease::DOID:332,DOWNREGULATES_DG,Gene::84964
Disease::DOID:7693,DOWNREGULATES_DG,Gene::333926
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::4118
Disease::DOID:14227,DOWNREGULATES_DG,Gene::339976
Disease::DOID:11612,DOWNREGULATES_DG,Gene::3236
Disease::DOID:8778,DOWNREGULATES_DG,Gene::80108
Disease::DOID:10763,DOWNREGULATES_DG,Gene::9057
Disease::DOID:7148,DOWNREGULATES_DG,Gene::55970
Disease::DOID:8893,DOWNREGULATES_DG,Gene::8874
Disease::DOID:263,DOWNREGULATES_DG,Gene::316
Disease::DOID:219,DOWNREGULATES_DG,Gene::3248
Disease::DOID:219,DOWNREGULATES_DG,Gene::5997
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::664
Disease::DOID:11612,DOWNREGULATES_DG,Gene::144608
Disease::DOID:14227,DOWNREGULATES_DG,Gene::55466
Disease::DOID:635,DOWNREGULATES_DG,Gene::5921
Disease::DOID:1612,DOWNREGULATES_DG,Gene::5627
Disease::DOID:14330,DOWNREGULATES_DG,Gene::100287932
Disease::DOID:332,DOWNREGULATES_DG,Gene::79842
Disease::DOID:13223,DOWNREGULATES_DG,Gene::3300
Disease::DOID:13223,DOWNREGULATES_DG,Gene::1687
Disease::DOID:7693,DOWNREGULATES_DG,Gene::23266
Disease::DOID:635,DOWNREGULATES_DG,Gene::23527
Disease::DOID:986,DOWNREGULATES_DG,Gene::5507
Disease::DOID:13223,DOWNREGULATES_DG,Gene::3782
Disease::DOID:2394,DOWNREGULATES_DG,Gene::5037
Disease::DOID:8577,DOWNREGULATES_DG,Gene::1376
Disease::DOID:418,DOWNREGULATES_DG,Gene::55734
Disease::DOID:986,DOWNREGULATES_DG,Gene::9510
Disease::DOID:418,DOWNREGULATES_DG,Gene::79140
Disease::DOID:14227,DOWNREGULATES_DG,Gene::984
Disease::DOID:1324,DOWNREGULATES_DG,Gene::83890
Disease::DOID:13223,DOWNREGULATES_DG,Gene::56994
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::5464
Disease::DOID:8577,DOWNREGULATES_DG,Gene::171425
Disease::DOID:3083,DOWNREGULATES_DG,Gene::7568
Disease::DOID:3083,DOWNREGULATES_DG,Gene::51659
Disease::DOID:8893,DOWNREGULATES_DG,Gene::5494
Disease::DOID:635,DOWNREGULATES_DG,Gene::4249
Disease::DOID:7693,DOWNREGULATES_DG,Gene::2307
Disease::DOID:986,DOWNREGULATES_DG,Gene::7965
Disease::DOID:14227,DOWNREGULATES_DG,Gene::10665
Disease::DOID:1324,DOWNREGULATES_DG,Gene::6607
Disease::DOID:13223,DOWNREGULATES_DG,Gene::183
Disease::DOID:13223,DOWNREGULATES_DG,Gene::3212
Disease::DOID:7148,DOWNREGULATES_DG,Gene::10949
Disease::DOID:7693,DOWNREGULATES_DG,Gene::112942
Disease::DOID:986,DOWNREGULATES_DG,Gene::29099
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::2272
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::54726
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::645745
Disease::DOID:8778,DOWNREGULATES_DG,Gene::288
Disease::DOID:1909,DOWNREGULATES_DG,Gene::4886
Disease::DOID:219,DOWNREGULATES_DG,Gene::10602
Disease::DOID:7148,DOWNREGULATES_DG,Gene::51307
Disease::DOID:635,DOWNREGULATES_DG,Gene::178
Disease::DOID:986,DOWNREGULATES_DG,Gene::84705
Disease::DOID:263,DOWNREGULATES_DG,Gene::144193
Disease::DOID:14330,DOWNREGULATES_DG,Gene::8766
Disease::DOID:7148,DOWNREGULATES_DG,Gene::8874
Disease::DOID:1909,DOWNREGULATES_DG,Gene::360
Disease::DOID:7147,DOWNREGULATES_DG,Gene::913
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::2035
Disease::DOID:9206,DOWNREGULATES_DG,Gene::9550
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::79762
Disease::DOID:418,DOWNREGULATES_DG,Gene::10632
Disease::DOID:418,DOWNREGULATES_DG,Gene::1613
Disease::DOID:5419,DOWNREGULATES_DG,Gene::282618
Disease::DOID:10652,DOWNREGULATES_DG,Gene::10576
Disease::DOID:8577,DOWNREGULATES_DG,Gene::55081
Disease::DOID:9008,DOWNREGULATES_DG,Gene::476
Disease::DOID:7147,DOWNREGULATES_DG,Gene::23061
Disease::DOID:7693,DOWNREGULATES_DG,Gene::10947
Disease::DOID:2531,DOWNREGULATES_DG,Gene::10327
Disease::DOID:263,DOWNREGULATES_DG,Gene::10565
Disease::DOID:7693,DOWNREGULATES_DG,Gene::256309
Disease::DOID:14330,DOWNREGULATES_DG,Gene::51143
Disease::DOID:14330,DOWNREGULATES_DG,Gene::55353
Disease::DOID:418,DOWNREGULATES_DG,Gene::26207
Disease::DOID:332,DOWNREGULATES_DG,Gene::25893
Disease::DOID:263,DOWNREGULATES_DG,Gene::57685
Disease::DOID:1909,DOWNREGULATES_DG,Gene::27185
Disease::DOID:12365,DOWNREGULATES_DG,Gene::27250
Disease::DOID:332,DOWNREGULATES_DG,Gene::94059
Disease::DOID:2986,DOWNREGULATES_DG,Gene::4791
Disease::DOID:14330,DOWNREGULATES_DG,Gene::81689
Disease::DOID:418,DOWNREGULATES_DG,Gene::5885
Disease::DOID:219,DOWNREGULATES_DG,Gene::65018
Disease::DOID:3393,DOWNREGULATES_DG,Gene::83694
Disease::DOID:1793,DOWNREGULATES_DG,Gene::84465
Disease::DOID:1324,DOWNREGULATES_DG,Gene::200845
Disease::DOID:13223,DOWNREGULATES_DG,Gene::79618
Disease::DOID:13223,DOWNREGULATES_DG,Gene::5922
Disease::DOID:2394,DOWNREGULATES_DG,Gene::728492
Disease::DOID:2394,DOWNREGULATES_DG,Gene::84140
Disease::DOID:7148,DOWNREGULATES_DG,Gene::8662
Disease::DOID:5419,DOWNREGULATES_DG,Gene::161247
Disease::DOID:1793,DOWNREGULATES_DG,Gene::83552
Disease::DOID:418,DOWNREGULATES_DG,Gene::3275
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::64750
Disease::DOID:11612,DOWNREGULATES_DG,Gene::3651
Disease::DOID:824,DOWNREGULATES_DG,Gene::26960
Disease::DOID:3083,DOWNREGULATES_DG,Gene::727897
Disease::DOID:7693,DOWNREGULATES_DG,Gene::255783
Disease::DOID:263,DOWNREGULATES_DG,Gene::1409
Disease::DOID:14330,DOWNREGULATES_DG,Gene::5700
Disease::DOID:12365,DOWNREGULATES_DG,Gene::344561
Disease::DOID:9008,DOWNREGULATES_DG,Gene::64398
Disease::DOID:11612,DOWNREGULATES_DG,Gene::51123
Disease::DOID:2986,DOWNREGULATES_DG,Gene::81558
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::25904
Disease::DOID:263,DOWNREGULATES_DG,Gene::51161
Disease::DOID:9008,DOWNREGULATES_DG,Gene::4357
Disease::DOID:219,DOWNREGULATES_DG,Gene::5742
Disease::DOID:1909,DOWNREGULATES_DG,Gene::51696
Disease::DOID:12365,DOWNREGULATES_DG,Gene::3275
Disease::DOID:8778,DOWNREGULATES_DG,Gene::79841
Disease::DOID:219,DOWNREGULATES_DG,Gene::11212
Disease::DOID:12365,DOWNREGULATES_DG,Gene::219875
Disease::DOID:9206,DOWNREGULATES_DG,Gene::63874
Disease::DOID:1793,DOWNREGULATES_DG,Gene::783
Disease::DOID:7148,DOWNREGULATES_DG,Gene::7704
Disease::DOID:332,DOWNREGULATES_DG,Gene::273
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::55600
Disease::DOID:219,DOWNREGULATES_DG,Gene::2139
Disease::DOID:12365,DOWNREGULATES_DG,Gene::1117
Disease::DOID:1909,DOWNREGULATES_DG,Gene::84068
Disease::DOID:12365,DOWNREGULATES_DG,Gene::376497
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::7549
Disease::DOID:8577,DOWNREGULATES_DG,Gene::26022
Disease::DOID:8778,DOWNREGULATES_DG,Gene::3199
Disease::DOID:1324,DOWNREGULATES_DG,Gene::4065
Disease::DOID:418,DOWNREGULATES_DG,Gene::8721
Disease::DOID:7693,DOWNREGULATES_DG,Gene::79875
Disease::DOID:986,DOWNREGULATES_DG,Gene::4670
Disease::DOID:219,DOWNREGULATES_DG,Gene::5595
Disease::DOID:14227,DOWNREGULATES_DG,Gene::10881
Disease::DOID:8778,DOWNREGULATES_DG,Gene::27335
Disease::DOID:0050742,DOWNREGULATES_DG,Gene::3176
Disease::DOID:418,DOWNREGULATES_DG,Gene::2067
Disease::DOID:2986,DOWNREGULATES_DG,Gene::5732
Disease::DOID:8893,DOWNREGULATES_DG,Gene::26064
Disease::DOID:219,DOWNREGULATES_DG,Gene::23673
Disease::DOID:2394,DOWNREGULATES_DG,Gene::55634
Disease::DOID:0050741,DOWNREGULATES_DG,Gene::7059
Disease::DOID:2531,DOWNREGULATES_DG,Gene::9306
Disease::DOID:986,DOWNREGULATES_DG,Gene::23135
Disease::DOID:332,DOWNREGULATES_DG,Gene::157777
Disease::DOID:9206,DOWNREGULATES_DG,Gene::79781
Disease::DOID:635,DOWNREGULATES_DG,Gene::6228
Disease::DOID:332,DOWNREGULATES_DG,Gene::9980
Disease::DOID:3083,DOWNREGULATES_DG,Gene::222663
Disease::DOID:7148,DOWNREGULATES_DG,Gene::9984
Disease::DOID:3083,DOWNREGULATES_DG,Gene::140870
Disease::DOID:14330,DOWNREGULATES_DG,Gene::23168
Disease::DOID:14330,DOWNREGULATES_DG,Gene::11127
Disease::DOID:8778,DOWNREGULATES_DG,Gene::55837
Disease::DOID:14227,DOWNREGULATES_DG,Gene::132141
Disease::DOID:5419,DOWNREGULATES_DG,Gene::4729
Disease::DOID:219,DOWNREGULATES_DG,Gene::64762
Disease::DOID:635,DOWNREGULATES_DG,Gene::6691
Disease::DOID:8778,DOWNREGULATES_DG,Gene::3094
Disease::DOID:1909,DOWNREGULATES_DG,Gene::2625
Disease::DOID:2531,DOWNREGULATES_DG,Gene::50810
Disease::DOID:11612,DOWNREGULATES_DG,Gene::10197
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::26061
Disease::DOID:0050156,DOWNREGULATES_DG,Gene::91574
Disease::DOID:2394,DOWNREGULATES_DG,Gene::3444
Disease::DOID:263,DOWNREGULATES_DG,Gene::10157
Disease::DOID:7693,DOWNREGULATES_DG,Gene::84167
Disease::DOID:2531,DOWNREGULATES_DG,Gene::57144
Disease::DOID:2531,DOWNREGULATES_DG,Gene::7441
Disease::DOID:2394,DOWNREGULATES_DG,Gene::10075
Disease::DOID:9008,DOWNREGULATES_DG,Gene::1523
Disease::DOID:5419,DOWNREGULATES_DG,Gene::80349
Disease::DOID:418,DOWNREGULATES_DG,Gene::2542
Disease::DOID:7148,DOWNREGULATES_DG,Gene::201501
Disease::DOID:418,DOWNREGULATES_DG,Gene::5051
Disease::DOID:263,DOWNREGULATES_DG,Gene::284
Disease::DOID:3083,DOWNREGULATES_DG,Gene::283208
Disease::DOID:635,DOWNREGULATES_DG,Gene::6879
Disease::DOID:12365,DOWNREGULATES_DG,Gene::112487
Disease::DOID:418,DOWNREGULATES_DG,Gene::6191
Disease::DOID:2986,DOWNREGULATES_DG,Gene::57018
Disease::DOID:14227,DOWNREGULATES_DG,Gene::5036
Disease::DOID:12365,DOWNREGULATES_DG,Gene::2272
Disease::DOID:263,DOWNREGULATES_DG,Gene::66002
Disease::DOID:11612,DOWNREGULATES_DG,Gene::54936
Disease::DOID:8893,DOWNREGULATES_DG,Gene::653464
Disease::DOID:10652,DOWNREGULATES_DG,Gene::10059
Disease::DOID:332,DOWNREGULATES_DG,Gene::64428
Disease::DOID:14330,DOWNREGULATES_DG,Gene::5824
Disease::DOID:8778,DOWNREGULATES_DG,Gene::5094
Disease::DOID:7693,DOWNREGULATES_DG,Gene::7306
