id,name,label
Compound::DB06689,Ethanolamine Oleate,Compound
Compound::DB06691,Mepyramine,Compound
Compound::DB06694,Xylometazoline,Compound
Compound::DB06695,Dabigatran etexilate,Compound
Compound::DB06696,Arbekacin,Compound
Compound::DB06697,Artemether,Compound
Compound::DB06698,Betahistine,Compound
Compound::DB06699,Degarelix,Compound
Compound::DB06700,Desvenlafaxine,Compound
Compound::DB06701,Dexmethylphenidate,Compound
Compound::DB06702,Fesoterodine,Compound
Compound::DB06703,Gadobutrol,Compound
Compound::DB06704,Iobenguane,Compound
Compound::DB06705,Gadofosveset trisodium,Compound
Compound::DB06706,Isometheptene,Compound
Compound::DB06707,Levonordefrin,Compound
Compound::DB06708,Lumefantrine,Compound
Compound::DB06709,Methacholine,Compound
Compound::DB06710,Methyltestosterone,Compound
Compound::DB06711,Naphazoline,Compound
Compound::DB06712,Nilvadipine,Compound
Compound::DB06713,Norelgestromin,Compound
Compound::DB06714,Propylhexedrine,Compound
Compound::DB06716,Fospropofol,Compound
Compound::DB06717,Fosaprepitant,Compound
Compound::DB06718,Stanozolol,Compound
Compound::DB06725,Lornoxicam,Compound
Compound::DB06729,Sulfaphenazole,Compound
Compound::DB06730,Gestodene,Compound
Compound::DB06738,Ketobemidone,Compound
Compound::DB06751,Drotaverine,Compound
Compound::DB06766,Alcaftadine,Compound
Compound::DB06768,Ammonium lactate,Compound
Compound::DB06770,Benzyl alcohol,Compound
Compound::DB06771,Besifloxacin,Compound
Compound::DB06772,Cabazitaxel,Compound
Compound::DB06775,Carglumic Acid,Compound
Compound::DB06777,Chenodeoxycholic acid,Compound
Compound::DB06781,Difluprednate,Compound
Compound::DB06782,Dimercaprol,Compound
Compound::DB06795,Mafenide,Compound
Compound::DB06800,Methylnaltrexone,Compound
Compound::DB06802,Nepafenac,Compound
Compound::DB06803,Niclosamide,Compound
Compound::DB06804,Nonoxynol-9,Compound
Compound::DB06809,Plerixafor,Compound
Compound::DB06811,Polidocanol,Compound
Compound::DB06813,Pralatrexate,Compound
Compound::DB06817,Raltegravir,Compound
Compound::DB06827,Viomycin,Compound
Compound::DB07402,Azapropazone,Compound
Compound::DB08604,Triclosan,Compound
Compound::DB08792,Diloxanide,Compound
Compound::DB08795,Azidocillin,Compound
Compound::DB08796,Pipazethate,Compound
Compound::DB08797,Salicylamide,Compound
Compound::DB08798,Sulfamoxole,Compound
Compound::DB08799,Antazoline,Compound
Compound::DB08800,Chloropyramine,Compound
Compound::DB08801,Dimetindene,Compound
Compound::DB08802,Isothipendyl,Compound
Compound::DB08803,Tymazoline,Compound
Compound::DB08804,Nandrolone decanoate,Compound
Compound::DB08806,Roxatidine acetate,Compound
Compound::DB08807,Bopindolol,Compound
Compound::DB08808,Bupranolol,Compound
Compound::DB08810,Cinitapride,Compound
Compound::DB08811,Tofisopam,Compound
Compound::DB08815,Lurasidone,Compound
Compound::DB08816,Ticagrelor,Compound
Compound::DB08819,Tafluprost,Compound
Compound::DB08820,Ivacaftor,Compound
Compound::DB08822,Azilsartan medoxomil,Compound
Compound::DB08824,Ioflupane I 123,Compound
Compound::DB08826,Deferiprone,Compound
Compound::DB08827,Lomitapide,Compound
Compound::DB08828,Vismodegib,Compound
Compound::DB08834,Tauroursodeoxycholic acid,Compound
Compound::DB08835,Spaglumic Acid,Compound
Compound::DB08842,Acetylcarnitine,Compound
Compound::DB08847,Hydroxyproline,Compound
Compound::DB08860,Pitavastatin,Compound
Compound::DB08864,Rilpivirine,Compound
Compound::DB08865,Crizotinib,Compound
Compound::DB08866,Estradiol valerate/Dienogest,Compound
Compound::DB08868,Fingolimod,Compound
Compound::DB08871,Eribulin,Compound
Compound::DB08873,Boceprevir,Compound
Compound::DB08874,Fidaxomicin,Compound
Compound::DB08877,Ruxolitinib,Compound
Compound::DB08881,Vemurafenib,Compound
Compound::DB08882,Linagliptin,Compound
Compound::DB08884,Gadoxetate,Compound
Compound::DB08887,Icosapent ethyl,Compound
Compound::DB08889,Carfilzomib,Compound
Compound::DB08890,Linaclotide,Compound
Compound::DB08893,Mirabegron,Compound
Compound::DB08896,Regorafenib,Compound
Compound::DB08897,Aclidinium,Compound
Compound::DB08899,Enzalutamide,Compound
Compound::DB08901,Ponatinib,Compound
Compound::DB08903,Bedaquiline,Compound
Compound::DB08905,Formestane,Compound
Compound::DB08906,Fluticasone furoate,Compound
Compound::DB08907,Canagliflozin,Compound
Compound::DB08909,Glycerol Phenylbutyrate,Compound
Compound::DB08910,Pomalidomide,Compound
Compound::DB08911,Trametinib,Compound
Compound::DB08912,Dabrafenib,Compound
Compound::DB08916,Afatinib,Compound
Compound::DB08918,Levomilnacipran,Compound
Compound::DB08924,Amfecloral,Compound
Compound::DB08930,Dolutegravir,Compound
Compound::DB08932,MACITENTAN,Compound
Compound::DB08933,LULICONAZOLE,Compound
Compound::DB08934,Sofosbuvir,Compound
Compound::DB08936,Chlorcyclizine,Compound
Compound::DB08941,Isoxsuprine,Compound
Compound::DB08943,Isoconazole,Compound
Compound::DB08944,Isoaminile,Compound
Compound::DB08946,Iopanoic acid,Compound
Compound::DB08947,Iopamidol,Compound
Compound::DB08954,Ifenprodil,Compound
Compound::DB08957,Hexoprenaline,Compound
Compound::DB08958,Hexetidine,Compound
Compound::DB08966,Fursultiamine,Compound
Compound::DB08967,Dimetotiazine,Compound
Compound::DB08970,Fluprednidene Acetate,Compound
Compound::DB08971,Fluocortolone,Compound
Compound::DB08974,Flubendazole,Compound
Compound::DB08976,Floctafenine,Compound
Compound::DB08979,Fenspiride,Compound
Compound::DB08981,Fenbufen,Compound
Compound::DB08983,Etofibrate,Compound
Compound::DB08984,Etofenamate,Compound
Compound::DB08987,Etidocaine,Compound
Compound::DB08990,Eprazinone,Compound
Compound::DB08991,Epirizole,Compound
Compound::DB08992,Eperisone,Compound
Compound::DB08994,Ditazole,Compound
Compound::DB08995,Diosmin,Compound
Compound::DB08996,Dimetacrine,Compound
Compound::DB08998,Demexiptiline,Compound
Compound::DB09000,Cyamemazine,Compound
Compound::DB09002,Cloperastine,Compound
Compound::DB09003,Clocapramine,Compound
Compound::DB09008,Cephaloridine,Compound
Compound::DB09009,Articaine,Compound
Compound::DB09014,Captodiame,Compound
Compound::DB09015,Potassium Canrenoate,Compound
Compound::DB09017,Brotizolam,Compound
Compound::DB09018,Bromopride,Compound
Compound::DB09019,Bromhexine,Compound
Compound::DB09020,Bisacodyl,Compound
Compound::DB09028,Cytisine,Compound
Disease::DOID:0050156,idiopathic pulmonary fibrosis,Disease
Disease::DOID:0050425,restless legs syndrome,Disease
Disease::DOID:0050741,alcohol dependence,Disease
Disease::DOID:0050742,nicotine dependence,Disease
Disease::DOID:0060073,lymphatic system cancer,Disease
Disease::DOID:0060119,pharynx cancer,Disease
Disease::DOID:10021,duodenum cancer,Disease
Disease::DOID:10153,ileum cancer,Disease
Disease::DOID:1024,leprosy,Disease
Disease::DOID:10283,prostate cancer,Disease
Disease::DOID:10534,stomach cancer,Disease
Disease::DOID:10608,celiac disease,Disease
Disease::DOID:10652,Alzheimer's disease,Disease
Disease::DOID:10763,hypertension,Disease
Disease::DOID:10811,nasal cavity cancer,Disease
Disease::DOID:10871,age related macular degeneration,Disease
Disease::DOID:1094,attention deficit hyperactivity disorder,Disease
Disease::DOID:10941,intracranial aneurysm,Disease
Disease::DOID:10976,membranous glomerulonephritis,Disease
Disease::DOID:11054,urinary bladder cancer,Disease
Disease::DOID:11119,Gilles de la Tourette syndrome,Disease
Disease::DOID:1115,sarcoma,Disease
Disease::DOID:11239,appendix cancer,Disease
Disease::DOID:11476,osteoporosis,Disease
Disease::DOID:11555,Fuchs' endothelial dystrophy,Disease
Disease::DOID:11612,polycystic ovary syndrome,Disease
Disease::DOID:11615,penile cancer,Disease
Disease::DOID:11714,gestational diabetes,Disease
Disease::DOID:11819,ureter cancer,Disease
Disease::DOID:119,vaginal cancer,Disease
Disease::DOID:1192,peripheral nervous system neoplasm,Disease
Disease::DOID:11920,tracheal cancer,Disease
Disease::DOID:11934,head and neck cancer,Disease
Disease::DOID:11949,Creutzfeldt-Jakob disease,Disease
Disease::DOID:12185,otosclerosis,Disease
Disease::DOID:12236,primary biliary cirrhosis,Disease
Disease::DOID:12306,vitiligo,Disease
Disease::DOID:12361,Graves' disease,Disease
Disease::DOID:12365,malaria,Disease
Disease::DOID:1245,vulva cancer,Disease
Disease::DOID:12849,autistic disorder,Disease
Disease::DOID:12930,dilated cardiomyopathy,Disease
Disease::DOID:12995,conduct disorder,Disease
Disease::DOID:1312,focal segmental glomerulosclerosis,Disease
Disease::DOID:13189,gout,Disease
Disease::DOID:1319,brain cancer,Disease
Disease::DOID:13223,uterine fibroid,Disease
Disease::DOID:1324,lung cancer,Disease
Disease::DOID:13241,Behcet's disease,Disease
Disease::DOID:13378,Kawasaki disease,Disease
Disease::DOID:13499,jejunal cancer,Disease
Disease::DOID:14004,thoracic aortic aneurysm,Disease
Disease::DOID:14221,metabolic syndrome X,Disease
Disease::DOID:14227,azoospermia,Disease
Disease::DOID:14268,sclerosing cholangitis,Disease
Disease::DOID:14330,Parkinson's disease,Disease
Disease::DOID:1459,hypothyroidism,Disease
Disease::DOID:1595,endogenous depression,Disease
Disease::DOID:1612,breast cancer,Disease
Disease::DOID:1686,glaucoma,Disease
Disease::DOID:1725,peritoneum cancer,Disease
Disease::DOID:175,vascular cancer,Disease
Disease::DOID:1781,thyroid cancer,Disease
Disease::DOID:1790,malignant mesothelioma,Disease
Disease::DOID:1793,pancreatic cancer,Disease
Disease::DOID:1826,epilepsy syndrome,Disease
Disease::DOID:184,bone cancer,Disease
Disease::DOID:1909,melanoma,Disease
Disease::DOID:1936,atherosclerosis,Disease
Disease::DOID:1964,fallopian tube cancer,Disease
Disease::DOID:1993,rectum cancer,Disease
Disease::DOID:2043,hepatitis B,Disease
Disease::DOID:216,dental caries,Disease
Disease::DOID:2174,ocular cancer,Disease
Disease::DOID:219,colon cancer,Disease
Disease::DOID:2355,anemia,Disease
Disease::DOID:2377,multiple sclerosis,Disease
Disease::DOID:2394,ovarian cancer,Disease
Disease::DOID:2531,hematologic cancer,Disease
Disease::DOID:2596,larynx cancer,Disease
Disease::DOID:263,kidney cancer,Disease
Disease::DOID:2841,asthma,Disease
Disease::DOID:2986,IgA glomerulonephritis,Disease
Disease::DOID:2994,germ cell cancer,Disease
Disease::DOID:2998,testicular cancer,Disease
Disease::DOID:3070,malignant glioma,Disease
Disease::DOID:3083,chronic obstructive pulmonary disease,Disease
Disease::DOID:3121,gallbladder cancer,Disease
Disease::DOID:3277,thymus cancer,Disease
Disease::DOID:3310,atopic dermatitis,Disease
Disease::DOID:3312,bipolar disorder,Disease
Disease::DOID:332,amyotrophic lateral sclerosis,Disease
Disease::DOID:3393,coronary artery disease,Disease
Disease::DOID:3565,meningioma,Disease
Disease::DOID:3571,liver cancer,Disease
Disease::DOID:363,uterine cancer,Disease
Disease::DOID:3953,adrenal gland cancer,Disease
Disease::DOID:4045,muscle cancer,Disease
Disease::DOID:4159,skin cancer,Disease
Disease::DOID:418,systemic scleroderma,Disease
Disease::DOID:4362,cervical cancer,Disease
Disease::DOID:4481,allergic rhinitis,Disease
Disease::DOID:4606,bile duct cancer,Disease
Disease::DOID:4989,pancreatitis,Disease
Disease::DOID:5041,esophageal cancer,Disease
Disease::DOID:5099,middle ear cancer,Disease
Disease::DOID:5408,Paget's disease of bone,Disease
Disease::DOID:5419,schizophrenia,Disease
Disease::DOID:5559,mediastinal cancer,Disease
Disease::DOID:5612,spinal cancer,Disease
Disease::DOID:585,nephrolithiasis,Disease
Disease::DOID:5875,retroperitoneal cancer,Disease
Disease::DOID:594,panic disorder,Disease
Disease::DOID:635,acquired immunodeficiency syndrome,Disease
Disease::DOID:6364,migraine,Disease
Disease::DOID:7147,ankylosing spondylitis,Disease
Disease::DOID:7148,rheumatoid arthritis,Disease
Disease::DOID:7693,abdominal aortic aneurysm,Disease
Disease::DOID:784,chronic kidney failure,Disease
Disease::DOID:824,periodontitis,Disease
Disease::DOID:8398,osteoarthritis,Disease
Disease::DOID:8577,ulcerative colitis,Disease
Disease::DOID:8778,Crohn's disease,Disease
Disease::DOID:8850,salivary gland cancer,Disease
Disease::DOID:8893,psoriasis,Disease
Disease::DOID:8986,narcolepsy,Disease
Disease::DOID:90,degenerative disc disease,Disease
Disease::DOID:9008,psoriatic arthritis,Disease
Disease::DOID:9074,systemic lupus erythematosus,Disease
Disease::DOID:9206,Barrett's esophagus,Disease
Disease::DOID:9296,cleft lip,Disease
Disease::DOID:9352,type 2 diabetes mellitus,Disease
Disease::DOID:9744,type 1 diabetes mellitus,Disease
Disease::DOID:9835,refractive error,Disease
Disease::DOID:986,alopecia areata,Disease
Disease::DOID:9970,obesity,Disease
Gene::1,A1BG,Gene
Gene::10,NAT2,Gene
Gene::100,ADA,Gene
Gene::1000,CDH2,Gene
Gene::10000,AKT3,Gene
Gene::10005,ACOT8,Gene
Gene::10006,ABI1,Gene
Gene::10007,GNPDA1,Gene
Gene::10008,KCNE3,Gene
Gene::1001,CDH3,Gene
Gene::10010,TANK,Gene
Gene::100113407,TMEM170B,Gene
Gene::100128071,FAM229A,Gene
Gene::100129361,SMIM10L1,Gene
Gene::100129406,LOC100129406,Gene
Gene::100129583,FAM47E,Gene
Gene::100129842,ZNF737,Gene
Gene::100129846,LOC100129846,Gene
Gene::100129852,LOC100129852,Gene
Gene::100129884,LOC100129884,Gene
Gene::10013,HDAC6,Gene
Gene::100130519,TMEM221,Gene
Gene::100130613,PRR32,Gene
Gene::100130733,LRRC70,Gene
Gene::100130827,SBK3,Gene
Gene::100130958,SYCE1L,Gene
Gene::100131187,TSTD1,Gene
Gene::100131390,SP9,Gene
Gene::100132006,LOC100132006,Gene
Gene::100132247,NPIPB5,Gene
Gene::100132399,GAGE12D,Gene
Gene::100132406,NBPF10,Gene
Gene::100132800,LOC100132800,Gene
Gene::100133941,CD24,Gene
Gene::100137049,PLA2G4B,Gene
Gene::10014,HDAC5,Gene
Gene::10015,PDCD6IP,Gene
Gene::10016,PDCD6,Gene
Gene::10017,BCL2L10,Gene
Gene::100170765,ERICH4,Gene
Gene::10018,BCL2L11,Gene
Gene::10019,SH2B3,Gene
Gene::10020,GNE,Gene
Gene::10021,HCN4,Gene
Gene::10023,FRAT1,Gene
Gene::10024,TROAP,Gene
Gene::100272147,CMC4,Gene
Gene::100287171,WASH1,Gene
Gene::100287387,LOC100287387,Gene
Gene::100287718,ANKRD66,Gene
Gene::100287932,TIMM23,Gene
Gene::100288142,NBPF20,Gene
Gene::100288814,CLDN34,Gene
Gene::100289087,TSPY10,Gene
Gene::100289678,ZNF783,Gene
Gene::100293516,ZNF587B,Gene
Gene::1003,CDH5,Gene
Gene::100316904,SAP25,Gene
Gene::10036,CHAF1A,Gene
Gene::10038,PARP2,Gene
Gene::100381270,ZBED6,Gene
Gene::10039,PARP3,Gene
Gene::1004,CDH6,Gene
Gene::10040,TOM1L1,Gene
Gene::100423062,IGLL5,Gene
Gene::10043,TOM1,Gene
Gene::10046,MAMLD1,Gene
Gene::10048,RANBP9,Gene
Gene::10049,DNAJB6,Gene
Gene::10050,SLC17A4,Gene
Gene::100505385,IQCJ-SCHIP1,Gene
Gene::100505502,LOC100505502,Gene
Gene::100505555,LOC100505555,Gene
Gene::100505724,KRTAP9-7,Gene
Gene::100505741,SPATA1,Gene
Gene::100506012,PPP5D1,Gene
Gene::100506144,ZMYM6NB,Gene
Gene::100506164,HSFX1,Gene
Gene::100506627,DCDC5,Gene
Gene::100506658,OCLN,Gene
Gene::100506667,LOC100506667,Gene
Gene::100506742,CASP12,Gene
Gene::100506888,TCEB3CL2,Gene
Gene::100506922,LOC100506922,Gene
Gene::100507096,GIMD1,Gene
Gene::100507221,LOC100507221,Gene
Gene::100507436,MICA,Gene
Gene::10051,SMC4,Gene
Gene::10052,GJC1,Gene
Gene::100528017,SAA2-SAA4,Gene
Gene::100528020,FAM187A,Gene
Gene::100529215,ZNF559-ZNF177,Gene
Gene::100529251,CKLF-CMTM1,Gene
Gene::10053,AP1M2,Gene
Gene::100533105,C8orf44-SGK3,Gene
Gene::100533952,RBAK-RBAKDN,Gene
Gene::10054,UBA2,Gene
Gene::10055,SAE1,Gene
Gene::10056,FARSB,Gene
Gene::10057,ABCC5,Gene
Gene::10058,ABCB6,Gene
Gene::10059,DNM1L,Gene
Gene::1006,CDH8,Gene
Gene::10060,ABCC9,Gene
Gene::10061,ABCF2,Gene
Gene::10062,NR1H3,Gene
Gene::10063,COX17,Gene
Gene::100631383,FAM47E-STBD1,Gene
Gene::100652824,KIAA2012,Gene
Gene::10067,SCAMP3,Gene
Gene::10069,RWDD2B,Gene
Gene::1007,CDH9,Gene
Gene::10071,MUC12,Gene
Gene::10072,DPP3,Gene
Gene::10073,SNUPN,Gene
Gene::10075,HUWE1,Gene
Gene::10076,PTPRU,Gene
Gene::10077,TSPAN32,Gene
Gene::10078,TSSC4,Gene
Gene::10079,ATP9A,Gene
Gene::1008,CDH10,Gene
Gene::10081,PDCD7,Gene
Gene::100820829,MYZAP,Gene
Gene::10085,EDIL3,Gene
Gene::100861412,FSBP,Gene
Gene::100861540,CYP3A7-CYP3A51P,Gene
Gene::10087,COL4A3BP,Gene
Gene::10089,KCNK7,Gene
Gene::1009,CDH11,Gene
Gene::10092,ARPC5,Gene
Gene::10093,ARPC4,Gene
Gene::10094,ARPC3,Gene
Gene::10095,ARPC1B,Gene
Gene::10096,ACTR3,Gene
Gene::10097,ACTR2,Gene
Gene::10098,TSPAN5,Gene
Gene::10099,TSPAN3,Gene
Gene::100996485,C5orf66,Gene
Gene::101,ADAM8,Gene
Gene::1010,CDH12,Gene
Gene::10100,TSPAN2,Gene
Gene::10101,NUBP2,Gene
Gene::10102,TSFM,Gene
Gene::10103,TSPAN1,Gene
Gene::10105,PPIF,Gene
Gene::10106,CTDSP2,Gene
Gene::10109,ARPC2,Gene
Gene::10111,RAD50,Gene
Gene::10112,KIF20A,Gene
Gene::10113,PREB,Gene
Gene::10114,HIPK3,Gene
Gene::10116,FEM1B,Gene
Gene::1012,CDH13,Gene
Gene::10120,ACTR1B,Gene
Gene::10121,ACTR1A,Gene
Gene::10123,ARL4C,Gene
Gene::10124,ARL4A,Gene
Gene::10125,RASGRP1,Gene
Gene::10126,DNAL4,Gene
Gene::10127,ZNF263,Gene
Gene::10128,LRPPRC,Gene
Gene::1013,CDH15,Gene
Gene::10130,PDIA6,Gene
Gene::10131,TRAP1,Gene
Gene::10133,OPTN,Gene
Gene::10134,BCAP31,Gene
Gene::10135,NAMPT,Gene
Gene::10137,RBM12,Gene
Gene::10138,YAF2,Gene
Gene::10139,ARFRP1,Gene
Gene::1014,CDH16,Gene
Gene::10140,TOB1,Gene
Gene::10142,AKAP9,Gene
Gene::10144,FAM13A,Gene
Gene::10146,G3BP1,Gene
Gene::10147,SUGP2,Gene
Gene::10148,EBI3,Gene
Gene::1015,CDH17,Gene
Gene::10150,MBNL2,Gene
Gene::10152,ABI2,Gene
Gene::10153,CEBPZ,Gene
Gene::10154,PLXNC1,Gene
Gene::10155,TRIM28,Gene
Gene::10157,AASS,Gene
Gene::10158,PDZK1IP1,Gene
Gene::10159,ATP6AP2,Gene
Gene::1016,CDH18,Gene
Gene::10160,FARP1,Gene
Gene::10161,LPAR6,Gene
Gene::10162,LPCAT3,Gene
Gene::10163,WASF2,Gene
Gene::10164,CHST4,Gene
Gene::10165,SLC25A13,Gene
Gene::10166,SLC25A15,Gene
Gene::10169,SERF2,Gene
Gene::1017,CDK2,Gene
Gene::10170,DHRS9,Gene
Gene::10171,RCL1,Gene
Gene::10174,SORBS3,Gene
Gene::10179,RBM7,Gene
Gene::10180,RBM6,Gene
Gene::10181,RBM5,Gene
Gene::10184,LHFPL2,Gene
Gene::10188,TNK2,Gene
Gene::1019,CDK4,Gene
Gene::10190,TXNDC9,Gene
Gene::10194,TSHZ1,Gene
Gene::10195,ALG3,Gene
Gene::10196,PRMT3,Gene
Gene::10197,PSME3,Gene
Gene::10198,MPHOSPH9,Gene
Gene::10199,MPHOSPH10,Gene
Gene::102,ADAM10,Gene
Gene::1020,CDK5,Gene
Gene::10200,MPHOSPH6,Gene
Gene::10202,DHRS2,Gene
Gene::10203,CALCRL,Gene
Gene::10204,NUTF2,Gene
Gene::10205,MPZL2,Gene
Gene::10206,TRIM13,Gene
Gene::10207,INADL,Gene
Gene::10208,USPL1,Gene
Gene::10209,EIF1,Gene
Gene::1021,CDK6,Gene
Gene::10210,TOPORS,Gene
Gene::10211,FLOT1,Gene
Gene::10212,DDX39A,Gene
Gene::10213,PSMD14,Gene
Gene::10215,OLIG2,Gene
Gene::102157402,AK6,Gene
Gene::10217,CTDSPL,Gene
Gene::10218,ANGPTL7,Gene
Gene::1022,CDK7,Gene
Gene::10220,GDF11,Gene
Gene::10221,TRIB1,Gene
Gene::10223,GPA33,Gene
Gene::10225,CD96,Gene
Gene::10226,PLIN3,Gene
Gene::10227,MFSD10,Gene
Gene::10228,STX6,Gene
Gene::102288414,C11orf98,Gene
Gene::10229,COQ7,Gene
Gene::10231,RCAN2,Gene
Gene::10232,MSLN,Gene
Gene::10236,HNRNPR,Gene
Gene::10237,SLC35B1,Gene
Gene::10238,DCAF7,Gene
Gene::10239,AP3S2,Gene
Gene::10240,MRPS31,Gene
Gene::10241,CALCOCO2,Gene
Gene::10242,KCNMB2,Gene
Gene::10243,GPHN,Gene
Gene::10244,RABEPK,Gene
Gene::10245,TIMM17B,Gene
Gene::10247,HRSP12,Gene
Gene::10248,POP7,Gene
Gene::10249,GLYAT,Gene
Gene::1025,CDK9,Gene
Gene::10251,SPRY3,Gene
Gene::10252,SPRY1,Gene
Gene::10253,SPRY2,Gene
Gene::10254,STAM2,Gene
Gene::10257,ABCC4,Gene
Gene::1026,CDKN1A,Gene
Gene::10260,DENND4A,Gene
Gene::10261,IGSF6,Gene
Gene::10262,SF3B4,Gene
Gene::10263,CDK2AP2,Gene
Gene::10265,IRX5,Gene
Gene::10266,RAMP2,Gene
Gene::10267,RAMP1,Gene
Gene::10268,RAMP3,Gene
Gene::10269,ZMPSTE24,Gene
Gene::1027,CDKN1B,Gene
Gene::10270,AKAP8,Gene
Gene::10272,FSTL3,Gene
Gene::102724428,LOC102724428,Gene
Gene::102724560,LOC102724560,Gene
Gene::10273,STUB1,Gene
Gene::10274,STAG1,Gene
Gene::10276,NET1,Gene
Gene::10277,UBE4B,Gene
Gene::10278,EFS,Gene
Gene::1028,CDKN1C,Gene
Gene::10280,SIGMAR1,Gene
Gene::102800317,LOC400927-CSNK1E,Gene
Gene::10282,BET1,Gene
Gene::10284,SAP18,Gene
Gene::10285,SMNDC1,Gene
Gene::10286,BCAS2,Gene
Gene::10287,RGS19,Gene
Gene::10288,LILRB2,Gene
Gene::1029,CDKN2A,Gene
Gene::10294,DNAJA2,Gene
Gene::10295,BCKDK,Gene
Gene::10296,MAEA,Gene
Gene::10297,APC2,Gene
Gene::10298,PAK4,Gene
Gene::10299,MARCH6,Gene
Gene::103,ADAR,Gene
Gene::1030,CDKN2B,Gene
Gene::10300,KATNB1,Gene
Gene::10302,SNAPC5,Gene
Gene::10308,ZNF267,Gene
Gene::1031,CDKN2C,Gene
Gene::10312,TCIRG1,Gene
Gene::10313,RTN3,Gene
Gene::10314,LANCL1,Gene
Gene::10318,TNIP1,Gene
Gene::1032,CDKN2D,Gene
Gene::10320,IKZF1,Gene
Gene::10322,SMYD5,Gene
Gene::10327,AKR1A1,Gene
Gene::10328,EMC8,Gene
Gene::10329,TMEM5,Gene
Gene::1033,CDKN3,Gene
Gene::10330,CNPY2,Gene
Gene::10333,TLR6,Gene
Gene::10342,TFG,Gene
Gene::10345,TRDN,Gene
Gene::10346,TRIM22,Gene
Gene::10347,ABCA7,Gene
Gene::10349,ABCA10,Gene
Gene::10350,ABCA9,Gene
Gene::10351,ABCA8,Gene
Gene::10352,WARS2,Gene
Gene::1036,CDO1,Gene
Gene::10360,NPM3,Gene
Gene::10362,HMG20B,Gene
Gene::10363,HMG20A,Gene
Gene::10365,KLF2,Gene
Gene::10367,MICU1,Gene
Gene::10368,CACNG3,Gene
Gene::10369,CACNG2,Gene
Gene::10370,CITED2,Gene
Gene::10371,SEMA3A,Gene
Gene::10376,TUBA1B,Gene
Gene::10379,IRF9,Gene
Gene::1038,CDR1,Gene
Gene::10381,TUBB3,Gene
Gene::10382,TUBB4A,Gene
Gene::10383,TUBB4B,Gene
Gene::10384,BTN3A3,Gene
Gene::10385,BTN2A2,Gene
Gene::10389,SCML2,Gene
Gene::1039,CDR2,Gene
Gene::10390,CEPT1,Gene
Gene::10391,CORO2B,Gene
Gene::103910,MYL12B,Gene
Gene::10392,NOD1,Gene
Gene::10393,ANAPC10,Gene
Gene::10394,PRG3,Gene
Gene::10395,DLC1,Gene
Gene::10396,ATP8A1,Gene
Gene::10397,NDRG1,Gene
Gene::10398,MYL9,Gene
Gene::10399,GNB2L1,Gene
Gene::104,ADARB1,Gene
Gene::10400,PEMT,Gene
Gene::10401,PIAS3,Gene
Gene::10403,NDC80,Gene
Gene::10404,CPQ,Gene
Gene::10409,BASP1,Gene
Gene::1041,CDSN,Gene
Gene::10410,IFITM3,Gene
Gene::10411,RAPGEF3,Gene
Gene::10412,NSA2,Gene
Gene::10413,YAP1,Gene
Gene::10417,SPON2,Gene
Gene::10418,SPON1,Gene
Gene::10419,PRMT5,Gene
Gene::10421,CD2BP2,Gene
Gene::10422,UBAC1,Gene
Gene::10423,CDIPT,Gene
Gene::10424,PGRMC2,Gene
Gene::10425,ARIH2,Gene
Gene::10427,SEC24B,Gene
Gene::1043,CD52,Gene
Gene::10430,TMEM147,Gene
Gene::10432,RBM14,Gene
Gene::10434,LYPLA1,Gene
Gene::10436,EMG1,Gene
Gene::10437,IFI30,Gene
Gene::10438,C1D,Gene
Gene::10439,OLFM1,Gene
Gene::1044,CDX1,Gene
Gene::10440,TIMM17A,Gene
Gene::10443,N4BP2L2,Gene
Gene::10444,ZER1,Gene
Gene::10445,MCRS1,Gene
Gene::10446,LRRN2,Gene
Gene::10447,FAM3C,Gene
Gene::10449,ACAA2,Gene
Gene::1045,CDX2,Gene
Gene::10450,PPIE,Gene
Gene::10451,VAV3,Gene
Gene::10452,TOMM40,Gene
Gene::10454,TAB1,Gene
Gene::10455,ECI2,Gene
Gene::10456,HAX1,Gene
Gene::10457,GPNMB,Gene
Gene::10458,BAIAP2,Gene
Gene::1046,CDX4,Gene
Gene::10460,TACC3,Gene
Gene::10461,MERTK,Gene
Gene::10462,CLEC10A,Gene
Gene::10463,SLC30A9,Gene
Gene::10464,PIBF1,Gene
Gene::10465,PPIH,Gene
Gene::10466,COG5,Gene
Gene::10467,ZNHIT1,Gene
Gene::10468,FST,Gene
Gene::10469,TIMM44,Gene
Gene::1047,CLGN,Gene
Gene::10472,ZBTB18,Gene
Gene::10473,HMGN4,Gene
Gene::10474,TADA3,Gene
Gene::10476,ATP5H,Gene
Gene::10477,UBE2E3,Gene
Gene::10478,SLC25A17,Gene
Gene::10479,SLC9A6,Gene
Gene::1048,CEACAM5,Gene
Gene::10480,EIF3M,Gene
Gene::10481,HOXB13,Gene
Gene::10482,NXF1,Gene
Gene::10483,SEC23B,Gene
Gene::10484,SEC23A,Gene
Gene::10485,C1orf61,Gene
Gene::10486,CAP2,Gene
Gene::10487,CAP1,Gene
Gene::10488,CREB3,Gene
Gene::10489,LRRC41,Gene
Gene::10491,CRTAP,Gene
Gene::10492,SYNCRIP,Gene
Gene::10493,VAT1,Gene
Gene::10494,STK25,Gene
Gene::10495,ENOX2,Gene
Gene::10497,UNC13B,Gene
Gene::10498,CARM1,Gene
Gene::10499,NCOA2,Gene
