from_iata,to_iata,km,hours,airlines
KMG,LZO,483,1.6,1
KMG,MDL,804,2.0,1
KMG,MFM,1134,2.42,1
KMG,MIG,725,1.91,2
KMG,NAO,708,1.89,1
KMG,NGB,1900,3.38,2
KMG,NKG,1722,3.15,8
KMG,NNG,601,1.75,6
KMG,NYT,921,2.15,1
KMG,PEK,2095,3.62,6
KMG,PVG,1966,3.46,7
KMG,REP,1303,2.63,1
KMG,RGN,1152,2.44,2
KMG,SHA,1925,3.41,5
KMG,SIN,2644,4.3,2
KMG,SJW,1837,3.3,4
KMG,SYM,326,1.41,3
KMG,SYX,1010,2.26,3
KMG,SZX,1139,2.42,6
KMG,TAO,2074,3.59,3
KMG,TCZ,448,1.56,2
KMG,TNA,1883,3.35,6
KMG,TPE,1842,3.3,2
KMG,TSN,2062,3.58,3
KMG,TYN,1678,3.1,4
KMG,UYN,1602,3.0,1
KMG,VTE,792,1.99,2
KMG,WNZ,1809,3.26,3
KMG,WUH,1274,2.59,8
KMG,WXN,833,2.04,1
KMG,XIC,329,1.41,1
KMG,XIY,1181,2.48,8
KMG,XMN,1534,2.92,8
KMG,XNN,1273,2.59,1
KMG,XUZ,1727,3.16,1
KMG,YBP,441,1.55,1
KMG,YCU,1358,2.7,2
KMG,YIC,1171,2.46,1
KMG,YIH,1036,2.29,1
KMG,YIW,1754,3.19,1
KMG,ZAT,261,1.33,2
KMG,ZHA,874,2.09,1
KMG,ZUH,1119,2.4,1
KMG,ZYI,491,1.61,1
KMI,FUK,212,1.27,2
KMI,HND,872,2.09,2
KMI,ICN,771,1.96,2
KMI,ITM,492,1.61,2
KMI,NGO,598,1.75,1
KMI,OKA,732,1.92,1
KMI,TPE,1251,2.56,1
KMJ,HND,874,2.09,2
KMJ,ICN,652,1.81,2
KMJ,ITM,476,1.59,2
KMJ,NGO,594,1.74,1
KMJ,NKM,620,1.77,1
KMJ,OKA,801,2.0,1
KMQ,CTS,841,2.05,2
KMQ,FUK,626,1.78,2
KMQ,HND,318,1.4,2
KMQ,ICN,893,2.12,2
KMQ,NRT,364,1.46,2
KMQ,OKA,1405,2.76,1
KMQ,PVG,1469,2.84,2
KMQ,SDJ,444,1.56,2
KMQ,TPE,1916,3.4,2
KNG,AMQ,622,1.78,1
KNG,FKQ,178,1.22,1
KNG,NBX,202,1.25,1
KNH,KHH,289,1.36,1
KNH,MZG,160,1.2,1
KNH,RMQ,230,1.29,1
KNH,TSA,330,1.41,2
KOE,DPS,946,2.18,2
KOE,ENE,265,1.33,2
KOE,LOP,826,2.03,1
KOE,MOF,232,1.29,1
KOE,SUB,1236,2.54,3
KOE,TMC,492,1.61,1
KOJ,HKG,1967,3.46,1
KOJ,HND,936,2.17,3
KOJ,ICN,741,1.93,2
KOJ,ITM,550,1.69,2
KOJ,KIX,512,1.64,1
KOJ,NGO,659,1.82,2
KOJ,NRT,995,2.24,1
KOJ,OKA,691,1.86,1
KOJ,PVG,848,2.06,2
KOJ,TPE,1190,2.49,1
KOJ,UKB,524,1.66,1
KOP,DMK,579,1.72,2
KOS,REP,315,1.39,1
KOV,ALA,1237,2.55,1
KOW,CAN,312,1.39,1
KOW,CTU,1183,2.48,1
KOW,HGH,738,1.92,1
KOW,KHN,353,1.44,2
KOW,KMG,1192,2.49,1
KOW,PEK,1591,2.99,3
KOW,SHA,873,2.09,1
KOW,SZX,371,1.46,1
KOW,XMN,367,1.46,1
KOW,ZUH,451,1.56,1
KPO,CJU,384,1.48,1
KPO,GMP,292,1.36,2
KRL,CGO,2540,4.17,1
KRL,CKG,2272,3.84,1
KRL,CTU,2015,3.52,2
KRL,HMI,633,1.79,2
KRL,URC,269,1.34,4
KRO,SVX,319,1.4,1
KRY,URC,264,1.33,2
KSH,MHD,1151,2.44,2
KSH,THR,407,1.51,3
KSN,ALA,1478,2.85,1
KSN,TSE,592,1.74,1
KSQ,TAS,393,1.49,1
KTE,SZB,261,1.33,2
KTG,PKN,214,1.27,1
KTG,PNK,195,1.24,1
KTM,AUH,3081,4.85,1
KTM,BDP,297,1.37,1
KTM,BHR,92,1.11,1
KTM,BIR,232,1.29,1
KTM,BKK,2230,3.79,2
KTM,BOM,1592,2.99,1
KTM,BWA,193,1.24,1
KTM,CAN,2837,4.55,1
KTM,CCU,641,1.8,1
KTM,CTU,1831,3.29,1
KTM,DAC,662,1.83,4
KTM,DEL,815,2.02,5
KTM,DHI,483,1.6,1
KTM,DWC,3019,4.77,1
KTM,DXB,2991,4.74,1
KTM,HKG,2932,4.67,1
KTM,ICN,3966,5.96,1
KTM,KEP,366,1.46,1
KTM,KHI,1839,3.3,1
KTM,KMG,1772,3.21,1
KTM,KUL,3273,5.09,3
KTM,LXA,571,1.71,1
KTM,MCT,2746,4.43,1
KTM,PBH,402,1.5,1
KTM,PKR,146,1.18,1
KTM,SHJ,2974,4.72,1
KTM,SIN,3538,5.42,2
KTM,TMI,186,1.23,1
KTM,VNS,352,1.44,1
KUA,KUL,202,1.25,1
KUA,PEN,366,1.46,2
KUA,SIN,283,1.35,2
KUD,BKI,140,1.18,1
KUD,SDK,177,1.22,1
KUH,CTS,206,1.26,1
KUH,HND,915,2.14,3
KUH,TPE,2891,4.61,1
KUL,ALA,5130,7.41,1
KUL,AMD,3861,5.83,1
KUL,AOR,410,1.51,2
KUL,AUH,5588,7.99,3
KUL,BDO,1255,2.57,3
KUL,BKI,1629,3.04,3
KUL,BKK,1221,2.53,9
KUL,BLR,2884,4.61,3
KUL,BOM,3624,5.53,3
KUL,BPN,1746,3.18,1
KUL,BTJ,763,1.95,1
KUL,BTU,1257,2.57,2
KUL,BWN,1487,2.86,3
KUL,CAN,2613,4.27,3
KUL,CCU,2636,4.29,1
KUL,CEB,2598,4.25,1
KUL,CGK,1129,2.41,10
KUL,CGP,2418,4.02,1
KUL,CMB,2467,4.08,4
KUL,CNX,1806,3.26,1
KUL,COK,2913,4.64,3
KUL,CTU,3104,4.88,1
KUL,DAC,2642,4.3,5
KUL,DEL,3877,5.85,3
KUL,DMK,1248,2.56,3
KUL,DPS,1964,3.46,4
KUL,DWC,5556,7.95,1
KUL,DXB,5549,7.94,3
KUL,FNJ,4725,6.91,1
KUL,FOC,3213,5.02,3
KUL,HAN,2102,3.63,3
KUL,HDY,488,1.61,1
KUL,HGH,3637,5.55,1
KUL,HKG,2543,4.18,3
KUL,HKT,705,1.88,5
KUL,HND,5350,7.69,1
KUL,ICN,4613,6.77,3
KUL,IKA,6336,8.92,2
KUL,JED,7066,9.83,4
KUL,JHB,250,1.31,2
KUL,JOG,1519,2.9,1
KUL,KBR,386,1.48,2
KUL,KBV,667,1.83,2
KUL,KCH,970,2.21,4
KUL,KHI,4445,6.56,1
KUL,KIX,4943,7.18,3
KUL,KLO,2484,4.11,1
KUL,KMG,2489,4.11,2
KUL,KTM,3273,5.09,3
KUL,KUA,202,1.25,1
KUL,KWI,6381,8.98,1
KUL,KWL,2653,4.32,1
KUL,LBU,1528,2.91,2
KUL,LGK,455,1.57,4
KUL,LHE,4291,6.36,1
KUL,LOP,2060,3.58,1
KUL,MAA,2629,4.29,4
KUL,MCT,5209,7.51,2
KUL,MED,7060,9.82,1
KUL,MFM,2510,4.14,1
KUL,MNL,2490,4.11,3
KUL,MYY,1374,2.72,2
KUL,NGO,5085,7.36,1
KUL,NNG,2316,3.9,1
KUL,NRT,5409,7.76,3
KUL,PEK,4413,6.52,2
KUL,PEN,325,1.41,4
KUL,PEW,4676,6.84,1
KUL,PKU,256,1.32,1
KUL,PLM,710,1.89,1
KUL,PNH,1038,2.3,2
KUL,PUS,4570,6.71,1
KUL,PVG,3797,5.75,4
KUL,REP,1208,2.51,2
KUL,RGN,1688,3.11,3
KUL,RUH,6377,8.97,1
KUL,SBW,1143,2.43,3
KUL,SDK,1846,3.31,2
KUL,SGN,1050,2.31,3
KUL,SIN,297,1.37,10
KUL,SOC,1520,2.9,1
KUL,SRG,1447,2.81,1
KUL,SUB,1667,3.08,3
KUL,SZX,2568,4.21,1
KUL,TAS,5369,7.71,2
KUL,TGG,331,1.41,2
KUL,TPE,3246,5.06,4
KUL,TRZ,2689,4.36,2
KUL,TWU,1830,3.29,2
KUL,UPG,2164,3.71,1
KUL,URT,765,1.96,1
KUL,USM,778,1.97,2
KUL,VTE,1697,3.12,1
KUL,XMN,2996,4.75,3
KUT,TBS,212,1.27,1
KUU,DEL,368,1.46,1
KUV,CJU,266,1.33,2
KVD,GYD,316,1.4,1
KWE,ACX,245,1.31,1
KWE,BFJ,155,1.19,1
KWE,CAN,742,1.93,4
KWE,CGO,1114,2.39,7
KWE,CKG,354,1.44,5
KWE,CSX,660,1.82,6
KWE,CTU,529,1.66,6
KWE,DLU,655,1.82,1
KWE,FOC,1284,2.6,3
KWE,HAK,824,2.03,3
KWE,HFE,1173,2.47,2
KWE,HGH,1394,2.74,6
KWE,HKG,860,2.08,1
KWE,HKT,2236,3.79,1
KWE,HZH,235,1.29,2
KWE,JJN,1197,2.5,3
KWE,KHN,932,2.17,3
KWE,KMG,419,1.52,7
KWE,KWL,356,1.45,2
KWE,LHW,1149,2.44,1
KWE,LJG,652,1.81,2
KWE,LZO,292,1.36,1
KWE,MIG,579,1.72,1
KWE,NKG,1305,2.63,4
KWE,NNG,458,1.57,2
KWE,PEK,1756,3.19,4
KWE,PVG,1547,2.93,5
KWE,SHA,1506,2.88,6
KWE,SIN,2817,4.52,1
KWE,SWA,1032,2.29,1
KWE,SYX,954,2.19,4
KWE,SZX,831,2.04,5
KWE,TAO,1679,3.1,1
KWE,TEN,290,1.36,1
KWE,TNA,1510,2.89,2
KWE,TPE,1453,2.82,2
KWE,TYN,1361,2.7,1
KWE,URC,2597,4.25,1
KWE,WNZ,1397,2.75,3
KWE,WUH,863,2.08,5
KWE,WUZ,564,1.71,1
KWE,XIY,899,2.12,8
KWE,XMN,1157,2.45,3
KWE,XNN,1198,2.5,1
KWE,XUZ,1327,2.66,2
KWE,YIH,639,1.8,1
KWE,ZUH,835,2.04,3
KWI,AMD,2550,4.19,1
KWI,AMM,1180,2.48,3
KWI,AUH,850,2.06,4
KWI,AWZ,247,1.31,2
KWI,BAH,420,1.52,4
KWI,BEY,1287,2.61,3
KWI,BKK,5678,8.1,1
KWI,BOM,2758,4.45,2
KWI,CCJ,3529,5.41,1
KWI,CGP,4434,6.54,1
KWI,CMB,4142,6.18,3
KWI,COK,3637,5.55,1
KWI,DAC,4241,6.3,2
KWI,DEL,2830,4.54,1
KWI,DMM,355,1.44,6
KWI,DWC,859,2.07,2
KWI,DXB,854,2.07,4
KWI,GOI,3063,4.83,1
KWI,IFN,540,1.68,1
KWI,IKA,750,1.94,1
KWI,JED,1219,2.52,5
KWI,KBL,2087,3.61,1
KWI,KUL,6381,8.98,1
KWI,LHE,2543,4.18,3
KWI,LRR,650,1.81,1
KWI,MAA,3777,5.72,1
KWI,MCT,1202,2.5,2
KWI,MED,970,2.21,2
KWI,MHD,1340,2.67,3
KWI,NJF,459,1.57,2
KWI,PEW,2286,3.86,1
KWI,RIY,1626,3.03,1
KWI,RUH,491,1.61,4
KWI,SHJ,862,2.08,1
KWI,SKT,2539,4.17,1
KWI,SYZ,449,1.56,2
KWI,TIF,1139,2.42,1
KWI,TRV,3800,5.75,1
KWJ,CJU,182,1.23,2
KWJ,GMP,271,1.34,2
KWL,AEB,353,1.44,1
KWL,BHY,416,1.52,1
KWL,BKK,1609,3.01,1
KWL,CAN,388,1.48,1
KWL,CGO,1097,2.37,6
KWL,CKG,602,1.75,6
KWL,CTU,844,2.05,5
KWL,CZX,1207,2.51,1
KWL,FOC,968,2.21,4
KWL,HAK,589,1.74,3
KWL,HFE,1017,2.27,1
KWL,HGH,1164,2.46,8
KWL,HKG,510,1.64,3
KWL,ICN,2064,3.58,2
KWL,KMG,716,1.9,3
KWL,KUL,2653,4.32,1
KWL,KWE,356,1.45,2
KWL,LHW,1397,2.75,1
KWL,LJG,992,2.24,1
KWL,NGB,1237,2.55,4
KWL,NKG,1126,2.41,4
KWL,NNG,347,1.43,2
KWL,PEK,1761,3.2,5
KWL,PUS,2122,3.65,1
KWL,PVG,1327,2.66,7
KWL,SHA,1290,2.61,2
KWL,SHE,2205,3.76,1
KWL,SJW,1517,2.9,2
KWL,SWA,680,1.85,1
KWL,SYX,772,1.96,1
KWL,SZX,479,1.6,3
KWL,TNA,1463,2.83,2
KWL,TPE,1127,2.41,2
KWL,TSN,1691,3.11,1
KWL,TYN,1414,2.77,2
KWL,WNZ,1116,2.4,1
KWL,WUH,742,1.93,1
KWL,XIY,1034,2.29,6
KWL,XMN,819,2.02,6
KWL,ZUH,493,1.62,1
KYP,RGN,392,1.49,1
KYZ,IKT,687,1.86,1
KZO,ALA,927,2.16,1
KZO,KGF,804,2.0,1
KZO,SCO,1157,2.45,1
KZO,TSE,827,2.03,1
LAO,MNL,411,1.51,2
LBD,CEK,1783,3.23,2
LBD,HMA,2315,3.89,1
LBD,KJA,2428,4.04,3
LBD,NJC,2352,3.94,1
LBD,OVB,1904,3.38,3
LBD,REN,1687,3.11,2
LBD,SGC,2363,3.95,1
LBD,SVX,1947,3.43,2
LBD,TJM,1914,3.39,1
LBD,UFA,1897,3.37,1
LBD,URC,1521,2.9,1
LBJ,DPS,520,1.65,2
LBJ,ENE,199,1.25,2
LBU,BKI,113,1.14,1
LBU,KUL,1528,2.91,2
LBU,MYY,177,1.22,1
LCA,AMM,414,1.52,1
LCA,AUH,2333,3.92,2
LCA,BAH,1885,3.36,1
LCA,BEY,207,1.26,2
LCA,DXB,2343,3.93,1
LCA,SVX,3175,4.97,1
LCA,TLV,339,1.42,3
LCX,SHA,760,1.95,1
LDS,DLC,1148,2.44,1
LDS,HRB,317,1.4,1
LDU,BKI,271,1.34,1
LGK,KCH,1295,2.62,1
LGK,KUL,455,1.57,4
LGK,PEN,130,1.16,4
LGK,SIN,728,1.91,5
LGK,SZB,409,1.51,3
LGL,MUR,124,1.16,1
LGL,MYY,164,1.21,1
LGP,CEB,318,1.4,1
LGP,MNL,329,1.41,3
LHE,AUH,2090,3.61,7
LHE,BAH,2381,3.98,2
LHE,BHV,353,1.44,2
LHE,BKK,3337,5.17,1
LHE,DEA,413,1.52,1
LHE,DEL,419,1.52,1
LHE,DMM,2452,4.06,2
LHE,DXB,1985,3.48,3
LHE,JED,3653,5.57,4
LHE,KHI,1022,2.28,3
LHE,KUL,4291,6.36,1
LHE,KWI,2543,4.18,3
LHE,MCT,1814,3.27,3
LHE,MED,3477,5.35,1
LHE,MHD,1458,2.82,1
LHE,MUX,320,1.4,1
LHE,PEW,385,1.48,1
LHE,RUH,2802,4.5,3
LHE,RYK,529,1.66,1
LHE,SHJ,1968,3.46,1
LHE,SKZ,687,1.86,1
LHE,UET,726,1.91,3
LHW,CAN,1729,3.16,2
LHW,CGO,951,2.19,4
LHW,CKG,806,2.01,3
LHW,CSX,1291,2.61,4
LHW,CTU,661,1.83,4
LHW,DNH,868,2.08,2
LHW,HFE,1363,2.7,1
LHW,HGH,1707,3.13,3
LHW,IQN,366,1.46,3
LHW,JGN,592,1.74,3
LHW,KMG,1271,2.59,3
LHW,KWE,1149,2.44,1
LHW,KWL,1397,2.75,1
LHW,LXA,1430,2.79,1
LHW,NKG,1498,2.87,1
LHW,NNG,1607,3.01,1
LHW,PEK,1197,2.5,5
LHW,PVG,1779,3.22,3
LHW,SHA,1736,3.17,2
LHW,SHE,1802,3.25,1
LHW,SJW,997,2.25,1
LHW,SZX,1828,3.29,1
LHW,TNA,1212,2.51,4
LHW,TPE,2103,3.63,1
LHW,TSN,1239,2.55,2
LHW,TYN,810,2.01,4
LHW,URC,1594,2.99,9
LHW,WUH,1168,2.46,3
LHW,XIY,518,1.65,6
LHW,YCU,686,1.86,2
LJG,CAN,1364,2.71,2
LJG,CGO,1564,2.96,1
LJG,CKG,712,1.89,7
LJG,CSX,1291,2.61,2
LJG,CTU,564,1.71,5
LJG,HFE,1747,3.18,1
LJG,HGH,2010,3.51,5
LJG,HKG,1465,2.83,1
LJG,ICN,2732,4.42,1
LJG,JHG,526,1.66,5
LJG,KMG,321,1.4,7
LJG,KWE,652,1.81,2
LJG,KWL,992,2.24,1
LJG,MIG,685,1.86,1
LJG,NGB,2104,3.63,1
LJG,NKG,1889,3.36,2
LJG,NNG,920,2.15,1
LJG,PEK,2120,3.65,4
LJG,SHA,2109,3.64,1
LJG,SIN,2845,4.56,1
LJG,SJW,1867,3.33,1
LJG,SZX,1442,2.8,1
LJG,TCZ,262,1.33,1
LJG,TNA,1958,3.45,1
LJG,TPE,2105,3.63,1
LJG,TYN,1691,3.11,1
LJG,WUH,1435,2.79,3
LJG,XIY,1186,2.48,5
LKH,MUR,110,1.14,1
LKH,MYY,144,1.18,1
LKO,BLR,1544,2.93,1
LKO,BOM,1184,2.48,5
LKO,DED,464,1.58,1
LKO,DEL,423,1.53,6
LKO,DXB,2552,4.19,1
LKO,JED,4251,6.31,1
LKO,MCT,2299,3.87,1
LKO,PAT,439,1.55,1
LKO,RUH,3417,5.27,1
LLF,CSX,260,1.32,1
LLF,KMG,880,2.1,1
LLF,SZX,468,1.58,1
LMN,MYY,126,1.16,1
LNJ,KMG,331,1.41,2
LOE,DMK,410,1.51,1
LOP,BMU,266,1.33,1
LOP,CGK,1100,2.38,2
LOP,DPS,122,1.15,2
LOP,JOG,652,1.81,1
LOP,KOE,826,2.03,1
LOP,KUL,2060,3.58,1
LOP,SIN,1765,3.21,3
LOP,SUB,414,1.52,3
LOP,UPG,547,1.68,1
LPQ,BKK,707,1.88,4
LPQ,CNX,358,1.45,1
LPQ,HAN,407,1.51,2
LPQ,JHG,273,1.34,1
LPQ,PKZ,654,1.82,1
LPQ,REP,742,1.93,2
LPQ,VTE,216,1.27,2
LPT,BKK,527,1.66,1
LRR,DXB,286,1.36,1
LRR,KWI,650,1.81,1
LRR,SHJ,284,1.35,1
LRR,SYZ,271,1.34,1
LRR,THR,937,2.17,1
LTI,BYN,345,1.43,1
LUH,DEL,278,1.35,1
LUM,CAN,1505,2.88,1
LUM,CTU,870,2.09,1
LUM,KMG,451,1.56,3
LUM,PEK,2424,4.03,1
LUV,AMQ,558,1.7,2
LUW,UPG,572,1.71,2
LWY,BKI,140,1.18,1
LWY,BKM,100,1.12,1
LWY,MYY,168,1.21,1
LXA,BPX,613,1.77,1
LXA,CKG,1522,2.9,8
LXA,CTU,1263,2.58,5
LXA,DIG,872,2.09,1
LXA,GXH,1263,2.58,1
LXA,KMG,1276,2.59,1
LXA,KTM,571,1.71,1
LXA,LHW,1430,2.79,1
LXA,LZY,332,1.42,1
LXA,MIG,1347,2.68,1
LXA,NGQ,1083,2.35,1
LXA,PEK,2622,4.28,2
LXA,XIY,1776,3.22,3
LXA,XNN,1312,2.64,2
LXG,VTE,353,1.44,1
LYA,BHY,1499,2.87,1
LYA,CAN,1265,2.58,1
LYA,CKG,777,1.97,1
LYA,DLC,939,2.17,1
LYA,KHN,733,1.92,1
LYA,KMG,1405,2.76,1
LYA,PEK,700,1.88,1
LYA,SHA,923,2.15,1
LYA,SHE,1235,2.54,1
LYG,CAN,1356,2.7,1
LYG,CTU,1466,2.83,1
LYG,DLC,543,1.68,2
LYG,FOC,963,2.2,1
LYG,HGH,505,1.63,1
LYG,HKG,1447,2.81,1
LYG,HSN,611,1.76,1
LYG,NAY,620,1.77,2
LYG,PEK,645,1.81,1
LYG,SHA,440,1.55,2
LYG,SHE,883,2.1,1
LYG,WUH,607,1.76,1
LYG,XUZ,134,1.17,1
LYI,CAN,1387,2.73,2
LYI,CSX,907,2.13,1
LYI,DLC,517,1.65,1
LYI,HGH,568,1.71,1
LYI,NAY,556,1.69,2
LYI,PEK,582,1.73,1
LYI,PVG,537,1.67,1
LYI,SHA,507,1.63,2
LYI,SHE,856,2.07,2
LYI,SZX,1450,2.81,1
LYI,WNZ,826,2.03,1
LYI,WUH,615,1.77,1
LYI,XIY,885,2.11,1
LYI,YIW,652,1.81,1
LYP,KHI,918,2.15,2
LZH,CAN,408,1.51,1
LZH,CKG,671,1.84,1
LZH,CSX,585,1.73,1
LZH,CTU,889,2.11,1
LZH,KMG,660,1.82,1
LZH,PEK,1889,3.36,2
LZH,PVG,1444,2.8,1
LZH,SHA,1408,2.76,1
LZH,SYX,657,1.82,1
LZH,SZX,483,1.6,1
LZH,WUH,872,2.09,1
LZH,XMN,886,2.11,1
LZH,ZUH,475,1.59,1
LZO,CAN,995,2.24,2
LZO,CSX,768,1.96,2
LZO,HAK,1116,2.4,1
LZO,HGH,1462,2.83,1
LZO,KMG,483,1.6,1
LZO,KWE,292,1.36,1
LZO,NNG,748,1.94,1
LZO,PEK,1613,3.02,1
LZO,PVG,1599,3.0,1
LZO,SZX,1089,2.36,1
LZO,XIY,699,1.87,1
LZY,CTU,937,2.17,4
LZY,LXA,332,1.42,1
MAA,AMD,1375,2.72,2
MAA,AUH,2966,4.71,2
MAA,BAH,3415,5.27,1
MAA,BKK,2227,3.78,2
MAA,BLR,268,1.33,5
MAA,BOM,1033,2.29,7
MAA,CCJ,502,1.63,1
MAA,CCU,1386,2.73,3
MAA,CJB,404,1.5,4
MAA,CMB,647,1.81,4
MAA,COK,518,1.65,5
MAA,DAC,1617,3.02,1
MAA,DEL,1761,3.2,5
MAA,DMK,2212,3.77,1
MAA,DMM,3501,5.38,1
MAA,DXB,2933,4.67,2
MAA,GOI,733,1.92,4
MAA,HKG,3713,5.64,1
MAA,HRI,753,1.94,2
MAA,IXM,417,1.52,4
MAA,IXZ,1373,2.72,5
MAA,JED,4445,6.56,1
MAA,KUL,2629,4.29,4
MAA,KWI,3777,5.72,1
MAA,MCT,2589,4.24,2
MAA,PNQ,913,2.14,3
MAA,RUH,3749,5.69,1
MAA,SHJ,2922,4.65,2
MAA,SIN,2925,4.66,7
MAA,TRV,614,1.77,4
MAA,TRZ,294,1.37,3
MAA,VTZ,620,1.77,2
MAQ,DMK,381,1.48,1
MBE,HND,1021,2.28,1
MBT,MNL,369,1.46,1
MCT,AMD,1466,2.83,1
MCT,AMM,2368,3.96,2
MCT,AUH,381,1.48,11
MCT,BAH,827,2.03,3
MCT,BEY,2489,4.11,1
MCT,BKK,4590,6.74,1
MCT,BLR,2349,3.94,1
MCT,BOM,1590,2.99,4
MCT,CCJ,2327,3.91,2
MCT,CGP,3429,5.29,3
MCT,CMB,2940,4.67,3
MCT,COK,2434,4.04,3
MCT,DAC,3262,5.08,1
MCT,DEL,1957,3.45,2
MCT,DMM,913,2.14,1
MCT,DWC,348,1.44,1
MCT,DXB,348,1.44,4
MCT,GWD,448,1.56,1
MCT,IKA,1484,2.85,1
MCT,IXE,2111,3.64,1
MCT,JAI,1798,3.25,1
MCT,JED,1973,3.47,1
MCT,KHI,912,2.14,3
MCT,KHS,353,1.44,1
MCT,KTM,2746,4.43,1
MCT,KUL,5209,7.51,2
MCT,KWI,1202,2.5,2
MCT,LHE,1814,3.27,3
MCT,LKO,2299,3.87,1
MCT,MAA,2589,4.24,2
MCT,MED,1888,3.36,2
MCT,PEW,1729,3.16,2
MCT,RUH,1184,2.48,2
MCT,SHJ,340,1.43,1
MCT,SKT,1861,3.33,2
MCT,SLL,850,2.06,1
MCT,SYZ,870,2.09,1
MCT,TRV,2600,4.25,3
MCT,TUK,548,1.69,1
MCT,ZBR,296,1.37,1
MDC,BPN,946,2.18,2
MDC,CGK,2201,3.75,3
MDC,GTO,252,1.31,1
MDC,NAH,247,1.31,1
MDC,SIN,2327,3.91,3
MDC,SOQ,758,1.95,1
MDC,SUB,1673,3.09,3
MDC,TTE,284,1.35,3
MDC,UPG,947,2.18,2
MDG,DLC,908,2.13,1
MDG,ICN,827,2.03,2
MDG,PEK,1175,2.47,4
MDG,PVG,1635,3.04,1
MDG,SHE,589,1.74,1
MDG,TAO,1202,2.5,1
MDL,BKK,1025,2.28,3
MDL,DMK,995,2.24,1
MDL,HEH,136,1.17,3
MDL,KMG,804,2.0,1
MDL,MYT,433,1.54,2
MDL,NYU,123,1.15,3
MDL,RGN,533,1.67,2
MDL,THL,432,1.54,2
MED,AHB,766,1.96,1
MED,AMM,876,2.09,2
MED,AUH,1512,2.89,2
MED,BAH,1114,2.39,2
MED,DMM,1035,2.29,2
MED,DXB,1580,2.98,3
MED,ELQ,453,1.57,1
MED,GIZ,902,2.13,1
MED,JED,324,1.41,2
MED,KHI,2768,4.46,1
MED,KWI,970,2.21,1
MED,LHE,3477,5.35,1
MED,MCT,1888,3.36,1
MED,MUX,3183,4.98,2
MED,RUH,708,1.89,2
MED,SHJ,1596,3.0,1
MED,TUU,523,1.65,1
MED,ULH,266,1.33,1
MFM,BKK,1652,3.06,2
MFM,CGO,1376,2.72,2
MFM,CKG,1091,2.36,2
MFM,CNX,1569,2.96,1
MFM,CRK,1067,2.33,1
MFM,CTU,1341,2.68,2
MFM,DAD,884,2.1,1
MFM,DMK,1649,3.06,1
MFM,FOC,746,1.93,2
MFM,FUK,2084,3.6,1
MFM,HAN,811,2.01,1
MFM,HFE,1132,2.42,2
MFM,HGH,1128,2.41,4
MFM,ICN,2103,3.63,3
MFM,JJN,589,1.74,2
MFM,KHH,697,1.87,3
MFM,KIX,2513,4.14,2
MFM,KMG,1134,2.42,1
MFM,KUL,2510,4.14,1
MFM,MNL,1156,2.45,4
MFM,MWX,1894,3.37,1
MFM,NGB,1160,2.45,2
MFM,NKG,1187,2.48,2
MFM,NNG,560,1.7,2
MFM,NRT,2999,4.75,2
MFM,OKJ,2419,4.02,1
MFM,PEK,2014,3.52,2
MFM,PUS,2078,3.6,2
MFM,PVG,1290,2.61,6
MFM,RMQ,756,1.94,2
MFM,SHA,1266,2.58,4
MFM,SHE,2356,3.94,2
MFM,SIN,2535,4.17,1
MFM,TPE,844,2.05,3
MFM,TYN,1737,3.17,2
MFM,WUH,962,2.2,2
MFM,WUX,1240,2.55,1
MFM,XMN,534,1.67,4
MGZ,KAW,266,1.33,1
MGZ,TVY,190,1.24,1
MHD,ABD,1244,2.55,2
MHD,ACZ,598,1.75,1
MHD,ADU,1019,2.27,1
MHD,AWZ,1142,2.43,3
MHD,AZD,690,1.86,3
MHD,BAH,1399,2.75,2
MHD,BEY,2210,3.76,1
MHD,BND,1049,2.31,2
MHD,BUZ,1156,2.45,1
MHD,DMM,1431,2.79,2
MHD,DXB,1287,2.61,1
MHD,DYU,851,2.06,1
MHD,GBT,474,1.59,1
MHD,HDM,1014,2.27,1
MHD,HEA,325,1.41,1
MHD,IFN,811,2.01,3
MHD,KBL,887,2.11,1
MHD,KDH,777,1.97,1
MHD,KIH,1205,2.51,1
MHD,KSH,1151,2.44,2
MHD,KWI,1340,2.67,3
MHD,LHE,1458,2.82,1
MHD,MED,2304,3.88,1
MHD,MZR,679,1.85,1
MHD,NSH,733,1.92,1
MHD,RAS,900,2.12,3
MHD,RZR,803,2.0,1
MHD,SHJ,1275,2.59,1
MHD,SRY,578,1.72,2
MHD,SYZ,993,2.24,3
MHD,TBZ,1205,2.51,3
MHD,THR,752,1.94,4
MHD,UET,950,2.19,1
MHD,XBJ,373,1.47,1
MHD,ZAH,761,1.95,3
MHD,ZBR,1202,2.5,1
MIG,CAN,1229,2.54,1
MIG,CGO,915,2.14,2
MIG,CSX,893,2.12,2
MIG,KMG,725,1.91,2
MIG,KWE,579,1.72,1
MIG,LJG,685,1.86,1
MIG,LXA,1347,2.68,1
MIG,NKG,1337,2.67,1
MIG,PEK,1436,2.79,2
MIG,PVG,1620,3.02,2
MIG,SHA,1575,2.97,1
MIG,SHE,2016,3.52,1
MIG,SYX,1533,2.92,1
MIG,SZX,1326,2.66,2
MIG,XIY,503,1.63,1
MIG,XNN,619,1.77,1
MJD,KHI,287,1.36,1
MJD,SKZ,77,1.1,1
