iata,name,city,country,lat,lon
DYU,Dushanbe Airport,Dushanbe,Tajikistan,38.5433,68.825
DZN,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,47.7083,67.7333
EAM,Nejran Airport,Nejran,Saudi Arabia,17.6114,44.4192
EBL,Erbil International Airport,Erbil,Iraq,36.2376,43.9632
EJH,Al Wajh Domestic Airport,Wejh,Saudi Arabia,26.1986,36.4764
ELQ,Gassim Airport,Gassim,Saudi Arabia,26.3028,43.7744
ENE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,-8.8493,121.661
ENH,Enshi Airport,Enshi,China,30.3203,109.485
ENY,Yan'an Ershilipu Airport,Yan'an,China,36.6369,109.554
ETH,Eilat Airport,Elat,Israel,29.5613,34.9601
EVN,Zvartnots International Airport,Yerevan,Armenia,40.1473,44.3959
EYK,Beloyarskiy Airport,Beloyarsky,Russia,63.6869,66.6986
FEG,Fergana International Airport,Fergana,Uzbekistan,40.3588,71.745
FJR,Fujairah International Airport,Fujeirah,United Arab Emirates,25.1122,56.324
FKQ,Fakfak Airport,Fak Fak,Indonesia,-2.9202,132.267
FKS,Fukushima Airport,Fukushima,Japan,37.2274,140.431
FNJ,Pyongyang Sunan International Airport,Pyongyang,North Korea,39.2241,125.67
FOC,Fuzhou Changle International Airport,Fuzhou,China,25.9351,119.663
FRU,Manas International Airport,Bishkek,Kyrgyzstan,43.0613,74.4776
FUG,Fuyang Xiguan Airport,Fuyang,China,32.8822,115.7344
FUJ,Fukue Airport,Fukue,Japan,32.6663,128.833
FUK,Fukuoka Airport,Fukuoka,Japan,33.5859,130.451
FUO,Foshan Shadi Airport,Foshan,China,23.0833,113.07
GAJ,Yamagata Airport,Yamagata,Japan,38.4119,140.371
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.1061,91.5859
GBT,Gorgan Airport,Gorgan,Iran,36.9094,54.4013
GDX,Sokol Airport,Magadan,Russia,59.911,150.72
GES,General Santos International Airport,Romblon,Philippines,6.058,125.096
GIU,Sigiriya Air Force Base,Sigiriya,Sri Lanka,7.9567,80.7285
GIZ,Jizan Regional Airport,Gizan,Saudi Arabia,16.9011,42.5858
GMP,Gimpo International Airport,Seoul,South Korea,37.5583,126.791
GOI,Dabolim Airport,Goa,India,15.3808,73.8314
GOP,Gorakhpur Airport,Gorakhpur,India,26.7397,83.4497
GOQ,Golmud Airport,Golmud,China,36.4006,94.7861
GTO,Jalaluddin Airport,Gorontalo,Indonesia,0.6371,122.85
GUW,Atyrau Airport,Atyrau,Kazakhstan,47.1219,51.8214
GWD,Gwadar International Airport,Gwadar,Pakistan,25.2333,62.3295
GWL,Gwalior Airport,Gwalior,India,26.2933,78.2278
GXF,Sayun International Airport,Sayun Intl,Yemen,15.9661,48.7883
GXH,Gannan Xiahe Airport,Xiahe city,China,34.8105,102.6447
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,40.4675,50.0467
GYS,Guangyuan Airport,Guangyuan,China,32.3911,105.702
HAC,Hachijojima Airport,Hachijojima,Japan,33.115,139.786
HAK,Haikou Meilan International Airport,Haikou,China,19.9349,110.459
HAN,Noi Bai International Airport,Hanoi,Vietnam,21.2212,105.807
HAS,Ha'il Airport,Hail,Saudi Arabia,27.4379,41.6863
HBX,Hubli Airport,Hubli,India,15.3617,75.0849
HDG,Handan Airport,Handan,China,36.5258,114.4256
HDM,Hamadan Airport,Hamadan,Iran,34.8692,48.5525
HDY,Hat Yai International Airport,Hat Yai,Thailand,6.9332,100.393
HEA,Herat Airport,Herat,Afghanistan,34.21,62.2283
HEH,Heho Airport,Heho,Burma,20.747,96.792
HEK,Heihe Airport,Heihe,China,50.1716,127.3089
HET,Baita International Airport,Hohhot,China,40.8514,111.824
HFA,Haifa International Airport,Haifa,Israel,32.8094,35.0431
HFE,Hefei Luogang International Airport,Hefei,China,31.78,117.298
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,30.2295,120.434
HGN,Mae Hong Son Airport,Mae Hong Son,Thailand,19.3013,97.9758
HIA,Lianshui Airport,Huai An,China,33.7908,119.125
HIJ,Hiroshima Airport,Hiroshima,Japan,34.4361,132.919
HIN,Sacheon Airport,Sacheon,South Korea,35.0886,128.0717
HJJ,Zhijiang Airport,Zhijiang,China,27.4411,109.7
HJR,Khajuraho Airport,Khajuraho,India,24.8172,79.9186
HKD,Hakodate Airport,Hakodate,Japan,41.77,140.822
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.3089,113.915
HKT,Phuket International Airport,Phuket,Thailand,8.1132,98.3169
HLD,Dongshan Airport,Hailar,China,49.205,119.825
HLH,Ulanhot Airport,Ulanhot,China,46.1953,122.0083
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.0285,69.0861
HMI,Hami Airport,Hami,China,42.8414,93.6692
HNA,Hanamaki Airport,Hanamaki,Japan,39.4286,141.135
HND,Tokyo Haneda International Airport,Tokyo,Japan,35.5523,139.78
HOD,Hodeidah International Airport,Hodeidah,Yemen,14.753,42.9763
HOF,Al Ahsa Airport,Al-ahsa,Saudi Arabia,25.2853,49.4852
HPH,Cat Bi International Airport,Haiphong,Vietnam,20.8194,106.725
HRB,Taiping Airport,Harbin,China,45.6234,126.25
HRI,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,6.2845,81.1241
HSG,Saga Airport,Saga,Japan,33.1497,130.302
HSN,Zhoushan Airport,Zhoushan,China,29.9342,122.362
HTA,Chita-Kadala Airport,Chita,Russia,52.0263,113.306
HTN,Hotan Airport,Hotan,China,37.0385,79.8649
HUI,Phu Bai Airport,Hue,Vietnam,16.4015,107.703
HUN,Hualien Airport,Hualien,Taiwan,24.0231,121.618
HVD,Khovd Airport,Khovd,Mongolia,47.9541,91.6282
HYN,Huangyan Luqiao Airport,Huangyan,China,28.5622,121.429
HZH,Liping Airport,Liping,China,26.3222,109.1499
IAA,Igarka Airport,Igarka,Russia,67.4372,86.6219
IAO,Siargao Airport,Siargao,Philippines,9.8591,126.014
IBR,Hyakuri Airport,Ibaraki,Japan,36.1811,140.415
ICN,Incheon International Airport,Seoul,South Korea,37.4691,126.451
IDR,Devi Ahilyabai Holkar Airport,Indore,India,22.7218,75.8011
IFN,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,32.7508,51.8613
IIL,Ilam Airport,Ilam,Iran,33.5866,46.4048
IKA,Imam Khomeini International Airport,Tehran,Iran,35.4161,51.1522
IKI,Iki Airport,Iki,Japan,33.749,129.785
IKS,Tiksi Airport,Tiksi,Russia,71.6977,128.903
IKT,Irkutsk Airport,Irkutsk,Russia,52.268,104.389
ILO,Iloilo International Airport,Iloilo,Philippines,10.833,122.4934
IMF,Imphal Airport,Imphal,India,24.76,93.8967
IPH,Sultan Azlan Shah Airport,Ipoh,Malaysia,4.568,101.092
IQN,Qingyang Airport,Qingyang,China,35.7997,107.603
ISG,New Ishigaki Airport,Ishigaki,Japan,24.3964,124.245
ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,35.5617,45.3167
ITM,Osaka International Airport,Osaka,Japan,34.7855,135.438
IWJ,Iwami Airport,Iwami,Japan,34.6764,131.79
IXA,Agartala Airport,Agartala,India,23.887,91.2404
IXB,Bagdogra Airport,Baghdogra,India,26.6812,88.3286
IXC,Chandigarh Airport,Chandigarh,India,30.6735,76.7885
IXD,Allahabad Airport,Allahabad,India,25.4401,81.7339
IXE,Mangalore International Airport,Mangalore,India,12.9613,74.8901
IXG,Belgaum Airport,Belgaum,India,15.8593,74.6183
IXJ,Jammu Airport,Jammu,India,32.6891,74.8374
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,India,34.1359,77.5465
IXM,Madurai Airport,Madurai,India,9.8345,78.0934
IXR,Birsa Munda Airport,Ranchi,India,23.3143,85.3217
IXS,Silchar Airport,Silchar,India,24.9129,92.9787
IXU,Aurangabad Airport,Aurangabad,India,19.8627,75.3981
IXZ,Vir Savarkar International Airport,Port Blair,India,11.6412,92.7297
IZO,Izumo Airport,Izumo,Japan,35.4136,132.89
JAI,Jaipur International Airport,Jaipur,India,26.8242,75.8122
JDH,Jodhpur Airport,Jodhpur,India,26.2511,73.0489
JDZ,Jingdezhen Airport,Jingdezhen,China,29.3386,117.176
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.1565
JGA,Jamnagar Airport,Jamnagar,India,22.4655,70.0126
JGD,Jiagedaqi Airport,Jiagedaqi District,China,50.3714,124.1175
JGN,Jiayuguan Airport,Jiayuguan,China,39.8569,98.3414
JHB,Senai International Airport,Johor Bahru,Malaysia,1.6413,103.67
JHG,Xishuangbanna Gasa Airport,Jinghonggasa,China,21.9739,100.76
JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,29.5133,108.8311
JIU,Jiujiang Lushan Airport,Jiujiang,China,29.4769,115.8011
JJN,Quanzhou Jinjiang International Airport,Quanzhou,China,24.7964,118.59
JLR,Jabalpur Airport,Jabalpur,India,23.1778,80.052
JMU,Jiamusi Airport,Jiamusi,China,46.8434,130.465
JNG,Jining Qufu Airport,Jining,China,35.2928,116.3467
JNZ,Jinzhou Airport,Jinzhou,China,41.1014,121.062
JOG,Adi Sutjipto International Airport,Yogyakarta,Indonesia,-7.7882,110.432
JOL,Jolo Airport,Jolo,Philippines,6.0537,121.011
JSR,Jessore Airport,Jessore,Bangladesh,23.1838,89.1608
JUH,Jiuhuashan Airport,Chizhou,China,30.7403,117.6856
JUZ,Quzhou Airport,Quzhou,China,28.9658,118.899
JXA,Jixi Xingkaihu Airport,Jixi,China,45.293,131.193
JZH,Jiuzhai Huanglong Airport,Jiuzhaigou,China,32.8533,103.6822
KAW,Kawthoung Airport,Kawthoung,Burma,10.0493,98.538
KBL,Hamid Karzai International Airport,Kabul,Afghanistan,34.5659,69.2123
KBR,Sultan Ismail Petra Airport,Kota Bahru,Malaysia,6.1669,102.293
KBV,Krabi Airport,Krabi,Thailand,8.0991,98.9862
KCA,Kuqa Airport,Kuqa,China,41.6779,82.8729
KCH,Kuching International Airport,Kuching,Malaysia,1.4847,110.347
KCT,Koggala Airport,Koggala,Sri Lanka,5.9937,80.3203
KCZ,Kōchi Ryōma Airport,Kochi,Japan,33.5461,133.669
KDH,Kandahar Airport,Kandahar,Afghanistan,31.5058,65.8478
KDI,Wolter Monginsidi Airport,Kendari,Indonesia,-4.0816,122.418
KEP,Nepalgunj Airport,Nepalgunj,Nepal,28.1036,81.667
KER,Kerman Airport,Kerman,Iran,30.2744,56.9511
KET,Kengtung Airport,Kengtung,Burma,21.3016,99.636
KGF,Sary-Arka Airport,Karaganda,Kazakhstan,49.6708,73.3344
KGP,Kogalym International Airport,Kogalym,Russia,62.1904,74.5338
KGT,Kangding Airport,Kangding,China,30.1575,101.7347
KHD,Khoram Abad Airport,Khorram Abad,Iran,33.4354,48.2829
KHG,Kashgar Airport,Kashi,China,39.5429,76.02
KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.5771,120.35
KHI,Jinnah International Airport,Karachi,Pakistan,24.9065,67.1608
KHN,Nanchang Changbei International Airport,Nanchang,China,28.865,115.9
KHS,Khasab Air Base,Khasab,Oman,26.171,56.2406
KHV,Khabarovsk-Novy Airport,Khabarovsk,Russia,48.528,135.188
KIH,Kish International Airport,Kish Island,Iran,26.5262,53.9802
KIJ,Niigata Airport,Niigata,Japan,37.9559,139.121
KIX,Kansai International Airport,Osaka,Japan,34.4273,135.244
KJA,Yemelyanovo Airport,Krasnoyarsk,Russia,56.1729,92.4933
KKC,Khon Kaen Airport,Khon Kaen,Thailand,16.4666,102.784
KKJ,Kitakyūshū Airport,Kitakyushu,Japan,33.8459,131.035
KLO,Kalibo International Airport,Kalibo,Philippines,11.6794,122.376
KMG,Kunming Changshui International Airport,Kunming,China,25.1019,102.9292
KMI,Miyazaki Airport,Miyazaki,Japan,31.8772,131.449
KMJ,Kumamoto Airport,Kumamoto,Japan,32.8373,130.855
KMQ,Komatsu Airport,Kanazawa,Japan,36.3946,136.407
KNG,Kaimana Airport,Kaimana,Indonesia,-3.6445,133.696
KNH,Kinmen Airport,Kinmen,Taiwan,24.4279,118.359
KOE,El Tari Airport,Kupang,Indonesia,-10.1716,123.671
KOJ,Kagoshima Airport,Kagoshima,Japan,31.8034,130.719
KOP,Nakhon Phanom Airport,Nakhon Phanom,Thailand,17.3838,104.643
KOS,Sihanoukville International Airport,Sihanoukville,Cambodia,10.5797,103.637
KOV,Kokshetau Airport,Kokshetau,Kazakhstan,53.3291,69.5946
KOW,Ganzhou Airport,Ganzhou,China,25.8533,114.7789
KPO,Pohang Airport,Pohang,South Korea,35.988,129.4204
KRL,Korla Airport,Korla,China,41.6978,86.1289
KRO,Kurgan Airport,Kurgan,Russia,55.4753,65.4156
KRY,Karamay Airport,Karamay,China,45.4665,84.9527
KSH,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,34.3459,47.1581
KSN,Kostanay West Airport,Kostanay,Kazakhstan,53.2069,63.5503
KSQ,Karshi Khanabad Airport,Khanabad,Uzbekistan,38.8336,65.9215
KTE,Kerteh Airport,Kerteh,Malaysia,4.5372,103.427
KTG,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,-1.8166,109.963
KTM,Tribhuvan International Airport,Kathmandu,Nepal,27.6966,85.3591
KUA,Kuantan Airport,Kuantan,Malaysia,3.7754,103.209
KUD,Kudat Airport,Kudat,Malaysia,6.9225,116.836
KUH,Kushiro Airport,Kushiro,Japan,43.041,144.193
KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.7456,101.71
KUT,Kopitnari Airport,Kutaisi,Georgia,42.1767,42.4826
KUU,Kullu Manali Airport,Kulu,India,31.8767,77.1544
KUV,Gunsan Airport,Gunsan,South Korea,35.9038,126.616
KVD,Ganja Airport,Ganja,Azerbaijan,40.7377,46.3176
KWE,Longdongbao Airport,Guiyang,China,26.5385,106.801
KWI,Kuwait International Airport,Kuwait,Kuwait,29.2266,47.9689
KWJ,Gwangju Airport,Gwangju,South Korea,35.1232,126.8054
KWL,Guilin Liangjiang International Airport,Guilin,China,25.2181,110.039
KYP,Kyaukpyu Airport,Kyaukpyu,Burma,19.4264,93.5348
KYZ,Kyzyl Airport,Kyzyl,Russia,51.6694,94.4006
KZO,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,44.7069,65.5925
LAO,Laoag International Airport,Laoag,Philippines,18.1781,120.532
LBD,Khudzhand Airport,Khudzhand,Tajikistan,40.2154,69.6947
LBJ,Komodo Airport,Labuhan Bajo,Indonesia,-8.4867,119.889
LBU,Labuan Airport,Labuan,Malaysia,5.3007,115.25
LCA,Larnaca International Airport,Larnaca,Cyprus,34.8751,33.6249
LCX,Longyan Guanzhishan Airport,Longyan,China,25.6747,116.747
LDS,Lindu Airport,Yinchun,China,47.7521,129.0191
LDU,Lahad Datu Airport,Lahad Datu,Malaysia,5.0322,118.324
LGK,Langkawi International Airport,Langkawi,Malaysia,6.3297,99.7287
LGL,Long Lellang Airport,Long Datih,Malaysia,3.421,115.154
LGP,Legazpi City International Airport,Legazpi,Philippines,13.1575,123.735
LHE,Alama Iqbal International Airport,Lahore,Pakistan,31.5216,74.4036
LHW,Lanzhou Zhongchuan Airport,Lanzhou,China,36.5152,103.62
LJG,Lijiang Airport,Lijiang,China,26.68,100.246
LKH,Long Akah Airport,Long Akah,Malaysia,3.3,114.783
LKO,Chaudhary Charan Singh International Airport,Lucknow,India,26.7606,80.8893
LLF,Lingling Airport,Yongzhou,China,26.3387,111.61
LMN,Limbang Airport,Limbang,Malaysia,4.8083,115.01
LNJ,Lintsang Airfield,Lincang,China,23.7381,100.025
LOE,Loei Airport,Loei,Thailand,17.4391,101.722
LOP,Lombok International Airport,Praya,Indonesia,-8.7573,116.2767
LPQ,Luang Phabang International Airport,Luang Prabang,Laos,19.8973,102.161
LPT,Lampang Airport,Lampang,Thailand,18.2709,99.5042
LRR,Lar Airport,Lar,Iran,27.6747,54.3833
LTI,Altai Airport,Altai,Mongolia,46.3764,96.2211
LUH,Ludhiana Airport,Ludhiaha,India,30.8547,75.9526
LUM,Mangshi Airport,Luxi,China,24.4011,98.5317
LUV,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,-5.6616,132.731
LUW,Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,-1.0389,122.772
LWY,Lawas Airport,Lawas,Malaysia,4.8492,115.408
LXA,Lhasa Gonggar Airport,Lhasa,China,29.2978,90.9119
LXG,Luang Namtha Airport,Luang Namtha,Laos,20.967,101.4
LYA,Luoyang Airport,Luoyang,China,34.7411,112.388
LYG,Lianyungang Airport,Lianyungang,China,34.5717,118.8736
LYI,Shubuling Airport,Linyi,China,35.0461,118.412
LYP,Faisalabad International Airport,Faisalabad,Pakistan,31.365,72.9948
LZH,Liuzhou Bailian Airport,Liuzhou,China,24.2075,109.391
LZO,Luzhou Airport,Luzhou,China,28.8522,105.393
LZY,Nyingchi Airport,Nyingchi,China,29.3033,94.3353
MAA,Chennai International Airport,Madras,India,12.99,80.1693
MAQ,Mae Sot Airport,Tak,Thailand,16.6999,98.5451
MBE,Monbetsu Airport,Monbetsu,Japan,44.3039,143.404
MBT,Moises R. Espinosa Airport,Masbate,Philippines,12.3697,123.6301
MCT,Muscat International Airport,Muscat,Oman,23.5933,58.2844
MDC,Sam Ratulangi Airport,Manado,Indonesia,1.5493,124.926
MDG,Mudanjiang Hailang International Airport,Mudanjiang,China,44.5241,129.569
MDL,Mandalay International Airport,Mandalay,Burma,21.7022,95.9779
MED,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,24.5534,39.7051
MFM,Macau International Airport,Macau,Macau,22.1496,113.592
MGZ,Myeik Airport,Myeik,Burma,12.4398,98.6215
MHD,Mashhad International Airport,Mashhad,Iran,36.2352,59.641
MIG,Mianyang Airport,Mianyang,China,31.4281,104.741
MJD,Moenjodaro Airport,Moenjodaro,Pakistan,27.3352,68.1431
MJZ,Mirny Airport,Mirnyj,Russia,62.5347,114.039
MKM,Mukah Airport,Mukah,Malaysia,2.9064,112.08
MKQ,Mopah Airport,Merauke,Indonesia,-8.5203,140.418
MKW,Rendani Airport,Manokwari,Indonesia,-0.8918,134.049
MLG,Abdul Rachman Saleh Airport,Malang,Indonesia,-7.9266,112.715
MMB,Memanbetsu Airport,Memanbetsu,Japan,43.8806,144.164
MMJ,Matsumoto Airport,Matsumoto,Japan,36.1668,137.923
MMY,Miyako Airport,Miyako,Japan,24.7828,125.295
MNL,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.02
MOF,Maumere(Wai Oti) Airport,Maumere,Indonesia,-8.6406,122.237
MPH,Godofredo P. Ramos Airport,Caticlan,Philippines,11.9245,121.954
MQF,Magnitogorsk International Airport,Magnetiogorsk,Russia,53.3931,58.7557
MRX,Mahshahr Airport,Bandar Mahshahr,Iran,30.5562,49.1519
MSJ,Misawa Air Base,Misawa,Japan,40.7032,141.368
MUR,Marudi Airport,Marudi,Malaysia,4.179,114.329
MUX,Multan International Airport,Multan,Pakistan,30.2032,71.4191
MWX,Muan International Airport,Muan,South Korea,34.9914,126.3828
MXV,Mörön Airport,Muren,Mongolia,49.6633,100.099
MXZ,Meixian Airport,Meixian,China,24.35,116.133
MYJ,Matsuyama Airport,Matsuyama,Japan,33.8272,132.7
MYQ,Mysore Airport,Mysore,India,12.23,76.6558
MYT,Myitkyina Airport,Myitkyina,Burma,25.3836,97.3519
MYY,Miri Airport,Miri,Malaysia,4.322,113.987
MZG,Makung Airport,Makung,Taiwan,23.5687,119.628
MZR,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.7069,67.2097
MZV,Mulu Airport,Mulu,Malaysia,4.0483,114.805
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.0922,79.0472
NAH,Naha Airport,Naha,Indonesia,3.6832,125.528
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.1888,45.4584
NAO,Nanchong Airport,Nanchong,China,30.7954,106.1626
NAW,Narathiwat Airport,Narathiwat,Thailand,6.5199,101.743
NAY,Beijing Nanyuan Airport,Beijing,China,39.7828,116.388
NBS,Changbaishan Airport,Baishan,China,42.0669,127.6022
NBX,Nabire Airport,Nabire,Indonesia,-3.3682,135.496
NCU,Nukus Airport,Nukus,Uzbekistan,42.4884,59.6233
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,47.2396,123.918
NGB,Ningbo Lishe International Airport,Ninbo,China,29.8267,121.462
NGO,Chubu Centrair International Airport,Nagoya,Japan,34.8584,136.805
NGQ,Ngari Gunsa Airport,Shiquanhe,China,32.1,80.0531
NGS,Nagasaki Airport,Nagasaki,Japan,32.9169,129.914
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,60.9493,76.4836
NJF,Al Najaf International Airport,Najaf,Iraq,31.9899,44.4043
NKG,Nanjing Lukou Airport,Nanjing,China,31.742,118.862
NKM,Nagoya Airport,Nagoya,Japan,35.255,136.924
NLT,Xinyuan Nalati Airport,Xinyuan,China,43.4318,83.3786
NMA,Namangan Airport,Namangan,Uzbekistan,40.9846,71.5567
NNG,Nanning Wuxu Airport,Nanning,China,22.6083,108.172
NNT,Nan Airport,Nan,Thailand,18.8079,100.783
NNY,Nanyang Jiangying Airport,Nanyang,China,32.9808,112.615
NOJ,Noyabrsk Airport,Noyabrsk,Russia,63.1833,75.27
NRT,Narita International Airport,Tokyo,Japan,35.7647,140.386
NSH,Noshahr Airport,Noshahr,Iran,36.6633,51.4647
NSK,Norilsk-Alykel Airport,Norilsk,Russia,69.3111,87.3322
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.5396,99.9447
NTQ,Noto Airport,Wajima,Japan,37.2931,136.962
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.9087,108.388
NUX,Novy Urengoy Airport,Novy Urengoy,Russia,66.0694,76.5203
NVI,Navoi Airport,Navoi,Uzbekistan,40.1172,65.1708
NYA,Nyagan Airport,Nyagan,Russia,62.11,65.615
NYM,Nadym Airport,Nadym,Russia,65.4809,72.6989
NYT,Naypyidaw Airport,Naypyidaw,Burma,19.6235,96.201
NYU,Bagan Airport,Bagan,Burma,21.1788,94.9302
NZH,Manzhouli Xijiao Airport,Manzhouli,China,49.5667,117.33
OBO,Tokachi-Obihiro Airport,Obihiro,Japan,42.7333,143.217
ODN,Long Seridan Airport,Long Seridan,Malaysia,3.967,115.05
ODO,Bodaybo Airport,Bodaibo,Russia,57.8661,114.243
ODY,Oudomsay Airport,Muang Xay,Laos,20.6827,101.994
OHE,Gu-Lian Airport,Mohe County,China,52.9128,122.43
OIM,Oshima Airport,Oshima,Japan,34.782,139.36
OIT,Oita Airport,Oita,Japan,33.4794,131.737
OKA,Naha Airport,Okinawa,Japan,26.1958,127.646
OKJ,Okayama Airport,Okayama,Japan,34.7569,133.855
OMH,Urmia Airport,Uromiyeh,Iran,37.6681,45.0687
OMS,Omsk Central Airport,Omsk,Russia,54.967,73.3105
ONJ,Odate Noshiro Airport,Odate Noshiro,Japan,40.1919,140.371
OSS,Osh Airport,Osh,Kyrgyzstan,40.609,72.7933
OVB,Tolmachevo Airport,Novosibirsk,Russia,55.0126,82.6507
OVS,Sovetskiy Airport,Sovetskiy,Russia,61.3266,63.6019
OZC,Labo Airport,Ozamis,Philippines,8.1785,123.842
PAG,Pagadian Airport,Pagadian,Philippines,7.8307,123.4612
PAT,Lok Nayak Jayaprakash Airport,Patina,India,25.5913,85.088
PBD,Porbandar Airport,Porbandar,India,21.6487,69.6572
PBH,Paro Airport,Thimphu,Bhutan,27.4032,89.4246
PBU,Putao Airport,Putao,Burma,27.3299,97.4263
PEE,Bolshoye Savino Airport,Perm,Russia,57.9145,56.0212
PEK,Beijing Capital International Airport,Beijing,China,40.0801,116.585
PEN,Penang International Airport,Penang,Malaysia,5.2971,100.277
PEW,Peshawar International Airport,Peshawar,Pakistan,33.9939,71.5146
PFQ,Parsabade Moghan Airport,Parsabad,Iran,39.6036,47.8815
PGK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,-2.1622,106.139
PGU,Persian Gulf International Airport,Khalije Fars,Iran,27.3796,52.7377
PHS,Phitsanulok Airport,Phitsanulok,Thailand,16.7829,100.279
PJG,Panjgur Airport,Panjgur,Pakistan,26.9545,64.1325
PKC,Yelizovo Airport,Petropavlovsk,Russia,53.1679,158.454
PKN,Iskandar Airport,Pangkalan Bun,Indonesia,-2.7052,111.673
PKR,Pokhara Airport,Pokhara,Nepal,28.2009,83.9821
PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,0.4608,101.445
PKY,Tjilik Riwut Airport,Palangkaraya,Indonesia,-2.2251,113.943
PKZ,Pakse International Airport,Pakse,Laos,15.1321,105.781
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,-2.8983,104.7
PLW,Mutiara Airport,Palu,Indonesia,-0.9185,119.91
PLX,Semipalatinsk Airport,Semiplatinsk,Kazakhstan,50.3513,80.2344
PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,11.5466,104.844
PNK,Supadio Airport,Pontianak,Indonesia,-0.1507,109.404
PNQ,Pune Airport,Pune,India,18.5821,73.9197
PPK,Petropavlosk South Airport,Petropavlosk,Kazakhstan,54.7747,69.1839
PPS,Puerto Princesa Airport,Puerto Princesa,Philippines,9.7421,118.759
PQC,Phu Quoc International Airport,Phuquoc,Vietnam,10.1698,103.9931
PRH,Phrae Airport,Phrae,Thailand,18.1322,100.165
PSJ,Kasiguncu Airport,Poso,Indonesia,-1.4167,120.658
PUS,Gimhae International Airport,Busan,South Korea,35.1795,128.938
PVG,Shanghai Pudong International Airport,Shanghai,China,31.1434,121.805
PWQ,Pavlodar Airport,Pavlodar,Kazakhstan,52.195,77.0739
PXU,Pleiku Airport,Pleiku,Vietnam,14.0045,108.017
PYJ,Polyarny Airport,Yakutia,Russia,66.4004,112.03
PYY,Mae Hong Son Airport,Pai,Thailand,19.372,98.437
PZH,Zhob Airport,Zhob,Pakistan,31.3584,69.4636
PZI,Bao'anying Airport,Panzhihua,China,26.54,101.7985
RAE,Arar Domestic Airport,Arar,Saudi Arabia,30.9066,41.1382
RAH,Rafha Domestic Airport,Rafha,Saudi Arabia,29.6264,43.4906
RAJ,Rajkot Airport,Rajkot,India,22.3092,70.7795
RAS,Sardar-e-Jangal Airport,Rasht,Iran,37.3233,49.6178
RDN,LTS Pulau Redang Airport,Redang,Malaysia,5.7653,103.007
REN,Orenburg Central Airport,Orenburg,Russia,51.7958,55.4567
REP,Siem Reap International Airport,Siem-reap,Cambodia,13.4107,103.813
